simulation_id,timestamp,arrival_rate,expert_weights,complexity_sigma,tx_count,tx_by_model,total_bytes,duration_s,energy_j,power_w,j_per_tx,tx_per_second,blocks_used,start_block,end_block
101,2026-01-25T18:19:54.330684,26.29,"{""Fast-Inference"": 0.4079439329364924, ""Standard-Inference"": 0.19163995049407603, ""Complex-Inference"": 0.18187922537417428, ""Ensemble-Inference"": 0.21853689119525735}",0.693,91,"{""0"": 36, ""1"": 19, ""3"": 20, ""2"": 16}",61171,6.22,147.16,23.67,1.6171,14.64,1,206,207
102,2026-01-25T18:20:06.073924,26.2,"{""Fast-Inference"": 0.4235164520279891, ""Standard-Inference"": 0.17687345365492402, ""Complex-Inference"": 0.19671009231321063, ""Ensemble-Inference"": 0.20290000200387623}",0.311,95,"{""3"": 14, ""0"": 50, ""1"": 17, ""2"": 14}",50372,5.92,139.6,23.58,1.4695,16.04,1,208,209
103,2026-01-25T18:20:18.275917,17.54,"{""Fast-Inference"": 0.414925017832194, ""Standard-Inference"": 0.21053217346024183, ""Complex-Inference"": 0.20649762932573051, ""Ensemble-Inference"": 0.1680451793818338}",0.93,80,"{""2"": 15, ""0"": 32, ""3"": 11, ""1"": 22}",50967,6.2,145.27,23.43,1.8159,12.9,1,210,211
104,2026-01-25T18:20:30.123828,25.67,"{""Fast-Inference"": 0.4213344831720936, ""Standard-Inference"": 0.19151014278158676, ""Complex-Inference"": 0.1996142629567206, ""Ensemble-Inference"": 0.1875411110895991}",0.584,100,"{""2"": 18, ""0"": 42, ""3"": 20, ""1"": 20}",64745,5.93,146.95,24.78,1.4695,16.87,1,212,213
105,2026-01-25T18:20:42.092407,23.65,"{""Fast-Inference"": 0.4294913700001717, ""Standard-Inference"": 0.18391524895629974, ""Complex-Inference"": 0.1914015866926494, ""Ensemble-Inference"": 0.19519179435087905}",0.514,100,"{""3"": 22, ""0"": 45, ""2"": 20, ""1"": 13}",67788,5.93,144.64,24.4,1.4464,16.87,1,214,215
106,2026-01-25T18:20:54.344305,8.93,"{""Fast-Inference"": 0.3954204812397045, ""Standard-Inference"": 0.19855764523971423, ""Complex-Inference"": 0.19532656438976723, ""Ensemble-Inference"": 0.210695309130814}",0.657,82,"{""3"": 20, ""0"": 29, ""1"": 17, ""2"": 16}",62368,6.2,146.02,23.55,1.7808,13.23,1,216,217
107,2026-01-25T18:21:06.368958,20.51,"{""Fast-Inference"": 0.42176368477182286, ""Standard-Inference"": 0.17814045713401666, ""Complex-Inference"": 0.181653238653035, ""Ensemble-Inference"": 0.2184426194411255}",0.355,100,"{""1"": 23, ""2"": 20, ""0"": 45, ""3"": 12}",52764,6.24,147.23,23.61,1.4723,16.04,1,218,219
108,2026-01-25T18:21:18.336546,22.14,"{""Fast-Inference"": 0.4167860122105673, ""Standard-Inference"": 0.19553673728601614, ""Complex-Inference"": 0.19076059803196754, ""Ensemble-Inference"": 0.19691665247144893}",0.89,100,"{""1"": 21, ""2"": 20, ""3"": 24, ""0"": 35}",73224,6.24,146.78,23.53,1.4678,16.03,1,220,221
109,2026-01-25T18:21:30.145031,20.94,"{""Fast-Inference"": 0.37937531604498304, ""Standard-Inference"": 0.21202360582145183, ""Complex-Inference"": 0.19210463828229926, ""Ensemble-Inference"": 0.21649643985126593}",0.98,100,"{""0"": 37, ""3"": 18, ""1"": 26, ""2"": 19}",62118,5.93,140.97,23.77,1.4097,16.86,1,222,223
110,2026-01-25T18:21:42.124908,7.96,"{""Fast-Inference"": 0.37060768324631016, ""Standard-Inference"": 0.2193693768411202, ""Complex-Inference"": 0.22317264648464774, ""Ensemble-Inference"": 0.18685029342792203}",0.417,100,"{""1"": 22, ""0"": 37, ""3"": 23, ""2"": 18}",70542,5.93,144.73,24.42,1.4473,16.87,1,224,225
111,2026-01-25T18:21:54.365582,18.48,"{""Fast-Inference"": 0.41723186931484824, ""Standard-Inference"": 0.1919739397091883, ""Complex-Inference"": 0.1826015896157166, ""Ensemble-Inference"": 0.20819260136024692}",0.536,88,"{""3"": 17, ""0"": 33, ""2"": 18, ""1"": 20}",56430,6.21,149.71,24.11,1.7012,14.17,1,226,227
112,2026-01-25T18:22:06.107504,9.21,"{""Fast-Inference"": 0.36377494046828684, ""Standard-Inference"": 0.2104057671763062, ""Complex-Inference"": 0.18488695721658688, ""Ensemble-Inference"": 0.24093233513882006}",0.683,90,"{""2"": 19, ""3"": 17, ""0"": 31, ""1"": 23}",59921,5.91,147.33,24.92,1.637,15.22,1,228,229
113,2026-01-25T18:22:18.311272,18.26,"{""Fast-Inference"": 0.44016979892340774, ""Standard-Inference"": 0.1809983975550467, ""Complex-Inference"": 0.2101505268468081, ""Ensemble-Inference"": 0.1686812766747376}",0.63,96,"{""1"": 14, ""0"": 43, ""2"": 24, ""3"": 15}",66193,6.23,146.73,23.56,1.5285,15.41,1,230,231
114,2026-01-25T18:22:30.092336,5.8,"{""Fast-Inference"": 0.4288162427155675, ""Standard-Inference"": 0.19135656284668154, ""Complex-Inference"": 0.20830084079541614, ""Ensemble-Inference"": 0.1715263536423347}",0.881,100,"{""0"": 38, ""2"": 25, ""3"": 20, ""1"": 17}",70148,5.93,140.18,23.64,1.4018,16.87,1,232,233
115,2026-01-25T18:22:42.351285,19.9,"{""Fast-Inference"": 0.40505440645951385, ""Standard-Inference"": 0.20778864661514881, ""Complex-Inference"": 0.18057430614059972, ""Ensemble-Inference"": 0.20658264078473756}",0.679,100,"{""1"": 21, ""0"": 43, ""2"": 16, ""3"": 20}",62128,6.23,147.29,23.64,1.4729,16.05,1,234,235
116,2026-01-25T18:22:54.284378,23.38,"{""Fast-Inference"": 0.3795945213143022, ""Standard-Inference"": 0.22389914332101507, ""Complex-Inference"": 0.1951591208333222, ""Ensemble-Inference"": 0.2013472145313606}",0.724,95,"{""3"": 17, ""2"": 20, ""1"": 25, ""0"": 33}",63520,6.22,146.27,23.51,1.5397,15.27,1,236,237
117,2026-01-25T18:23:06.236285,13.65,"{""Fast-Inference"": 0.3685498508976658, ""Standard-Inference"": 0.20080994569452723, ""Complex-Inference"": 0.21715801909926, ""Ensemble-Inference"": 0.2134821843085471}",0.696,96,"{""3"": 27, ""1"": 17, ""0"": 38, ""2"": 14}",66686,6.08,144.62,23.77,1.5064,15.78,1,238,239
118,2026-01-25T18:23:18.136063,17.78,"{""Fast-Inference"": 0.42335901350417265, ""Standard-Inference"": 0.18665147844356064, ""Complex-Inference"": 0.20706138516573183, ""Ensemble-Inference"": 0.18292812288653473}",0.351,100,"{""3"": 24, ""0"": 43, ""2"": 17, ""1"": 16}",62442,5.93,141.27,23.84,1.4127,16.87,1,240,241
119,2026-01-25T18:23:30.106278,20.98,"{""Fast-Inference"": 0.41826220235604183, ""Standard-Inference"": 0.19272930695754403, ""Complex-Inference"": 0.2040419551292655, ""Ensemble-Inference"": 0.1849665355571486}",0.926,100,"{""0"": 43, ""2"": 20, ""3"": 20, ""1"": 17}",68742,5.93,147.82,24.94,1.4782,16.87,1,242,243
120,2026-01-25T18:23:42.365207,22.12,"{""Fast-Inference"": 0.4096691145130997, ""Standard-Inference"": 0.16561717362964512, ""Complex-Inference"": 0.20907617828330616, ""Ensemble-Inference"": 0.21563753357394908}",0.802,97,"{""2"": 27, ""3"": 21, ""0"": 37, ""1"": 12}",68582,6.23,149.87,24.06,1.545,15.57,1,244,245
121,2026-01-25T18:23:54.299435,13.8,"{""Fast-Inference"": 0.37558762978385274, ""Standard-Inference"": 0.20562245311926175, ""Complex-Inference"": 0.19549742250306926, ""Ensemble-Inference"": 0.22329249459381625}",0.383,100,"{""2"": 25, ""0"": 33, ""3"": 23, ""1"": 19}",70657,6.23,148.67,23.86,1.4867,16.05,1,246,247
122,2026-01-25T18:24:06.274206,9.87,"{""Fast-Inference"": 0.4164120445513254, ""Standard-Inference"": 0.172389127879398, ""Complex-Inference"": 0.20311378323156837, ""Ensemble-Inference"": 0.2080850443377083}",0.605,100,"{""2"": 24, ""0"": 40, ""1"": 18, ""3"": 18}",65340,5.92,142.64,24.08,1.4264,16.88,1,248,249
123,2026-01-25T18:24:18.333782,24.58,"{""Fast-Inference"": 0.34960102226032613, ""Standard-Inference"": 0.20163188899168313, ""Complex-Inference"": 0.2347493294594654, ""Ensemble-Inference"": 0.2140177592885254}",0.369,100,"{""2"": 27, ""1"": 21, ""0"": 33, ""3"": 19}",67572,6.23,147.85,23.74,1.4785,16.05,1,250,251
124,2026-01-25T18:24:30.287850,11.04,"{""Fast-Inference"": 0.39706492459054016, ""Standard-Inference"": 0.1845484869705375, ""Complex-Inference"": 0.21051745245728623, ""Ensemble-Inference"": 0.20786913598163595}",0.939,95,"{""0"": 30, ""2"": 25, ""3"": 22, ""1"": 18}",69078,6.23,151.68,24.36,1.5966,15.26,1,252,253
125,2026-01-25T18:24:42.240325,26.29,"{""Fast-Inference"": 0.40827877447086225, ""Standard-Inference"": 0.19226221086140027, ""Complex-Inference"": 0.19088094867584565, ""Ensemble-Inference"": 0.20857806599189196}",0.793,96,"{""1"": 19, ""2"": 19, ""0"": 34, ""3"": 24}",69483,6.11,146.42,23.97,1.5252,15.71,1,254,255
126,2026-01-25T18:24:54.150460,12.09,"{""Fast-Inference"": 0.4256853302219202, ""Standard-Inference"": 0.18866981222825682, ""Complex-Inference"": 0.21832637750391823, ""Ensemble-Inference"": 0.16731848004590477}",0.7,100,"{""1"": 23, ""2"": 27, ""0"": 37, ""3"": 13}",64050,5.93,140.27,23.65,1.4027,16.86,1,256,257
127,2026-01-25T18:25:06.119586,27.02,"{""Fast-Inference"": 0.3979247820539567, ""Standard-Inference"": 0.18817289832255363, ""Complex-Inference"": 0.20403676077782987, ""Ensemble-Inference"": 0.20986555884565966}",0.911,94,"{""3"": 21, ""0"": 38, ""2"": 15, ""1"": 20}",65463,5.92,141.02,23.82,1.5002,15.88,1,258,259
128,2026-01-25T18:25:18.371459,5.77,"{""Fast-Inference"": 0.39531502473665364, ""Standard-Inference"": 0.18621038330349599, ""Complex-Inference"": 0.22831317335746176, ""Ensemble-Inference"": 0.1901614186023886}",0.498,100,"{""0"": 40, ""3"": 17, ""2"": 24, ""1"": 19}",63288,6.24,144.59,23.16,1.4459,16.02,1,260,261
129,2026-01-25T18:25:30.288152,20.67,"{""Fast-Inference"": 0.3798644736686163, ""Standard-Inference"": 0.21978836532494664, ""Complex-Inference"": 0.1889512480671904, ""Ensemble-Inference"": 0.2113959129392467}",0.532,80,"{""0"": 26, ""2"": 16, ""1"": 21, ""3"": 17}",57258,6.2,146.73,23.66,1.8342,12.9,1,262,263
130,2026-01-25T18:25:42.308183,7.08,"{""Fast-Inference"": 0.4106070382816502, ""Standard-Inference"": 0.18939653547276208, ""Complex-Inference"": 0.2091474938323305, ""Ensemble-Inference"": 0.19084893241325723}",0.588,100,"{""3"": 24, ""0"": 36, ""1"": 18, ""2"": 22}",69753,6.23,149.51,23.98,1.4951,16.04,1,264,265
131,2026-01-25T18:25:54.338159,25.52,"{""Fast-Inference"": 0.40288653215065245, ""Standard-Inference"": 0.208106494086411, ""Complex-Inference"": 0.20736373687944654, ""Ensemble-Inference"": 0.18164323688349007}",0.556,100,"{""2"": 22, ""1"": 22, ""0"": 35, ""3"": 21}",69976,6.23,147.68,23.69,1.4768,16.04,1,266,267
132,2026-01-25T18:26:06.278594,21.26,"{""Fast-Inference"": 0.3982173881788181, ""Standard-Inference"": 0.21179473598554976, ""Complex-Inference"": 0.1964879438341978, ""Ensemble-Inference"": 0.19349993200143428}",0.306,83,"{""1"": 18, ""3"": 14, ""0"": 30, ""2"": 21}",51534,6.2,143.46,23.13,1.7284,13.38,1,268,269
133,2026-01-25T18:26:18.297078,15.38,"{""Fast-Inference"": 0.4110256318123465, ""Standard-Inference"": 0.20056960961262196, ""Complex-Inference"": 0.18113617452339584, ""Ensemble-Inference"": 0.20726858405163584}",0.481,93,"{""0"": 35, ""2"": 21, ""1"": 19, ""3"": 18}",61207,6.23,145.82,23.42,1.568,14.94,1,270,271
134,2026-01-25T18:26:30.338755,24.6,"{""Fast-Inference"": 0.40319480230181226, ""Standard-Inference"": 0.17801069395876018, ""Complex-Inference"": 0.20462453100661457, ""Ensemble-Inference"": 0.21416997273281307}",0.901,92,"{""0"": 42, ""2"": 18, ""3"": 18, ""1"": 14}",57954,6.22,152.35,24.5,1.656,14.79,1,272,273
135,2026-01-25T18:26:42.108748,28.23,"{""Fast-Inference"": 0.37272121452775103, ""Standard-Inference"": 0.20732492632374042, ""Complex-Inference"": 0.20035202682968864, ""Ensemble-Inference"": 0.21960183231881986}",0.685,100,"{""3"": 18, ""0"": 42, ""2"": 22, ""1"": 18}",61673,5.93,146.38,24.7,1.4638,16.87,1,274,275
136,2026-01-25T18:26:54.368831,11.59,"{""Fast-Inference"": 0.42476035469401474, ""Standard-Inference"": 0.17680730752250443, ""Complex-Inference"": 0.18928329528400228, ""Ensemble-Inference"": 0.20914904249947858}",0.851,100,"{""0"": 41, ""3"": 17, ""2"": 20, ""1"": 22}",63389,6.23,150.08,24.09,1.5008,16.05,1,276,277
137,2026-01-25T18:27:06.331985,28.03,"{""Fast-Inference"": 0.3998495585936689, ""Standard-Inference"": 0.18367299186963343, ""Complex-Inference"": 0.21942421705314544, ""Ensemble-Inference"": 0.19705323248355225}",0.614,100,"{""2"": 20, ""0"": 52, ""1"": 17, ""3"": 11}",48357,6.24,150.33,24.1,1.5033,16.03,1,278,279
138,2026-01-25T18:27:18.142596,29.21,"{""Fast-Inference"": 0.397973613802578, ""Standard-Inference"": 0.18389983048666714, ""Complex-Inference"": 0.2046413176381174, ""Ensemble-Inference"": 0.21348523807263745}",0.765,100,"{""0"": 27, ""2"": 15, ""1"": 29, ""3"": 29}",76668,5.93,139.57,23.54,1.3957,16.87,1,280,281
139,2026-01-25T18:27:30.253456,18.22,"{""Fast-Inference"": 0.3500573714253128, ""Standard-Inference"": 0.21964394671637097, ""Complex-Inference"": 0.21384226830784164, ""Ensemble-Inference"": 0.21645641355047465}",0.778,100,"{""0"": 40, ""2"": 16, ""1"": 20, ""3"": 24}",68960,5.93,139.88,23.6,1.3988,16.87,1,282,283
140,2026-01-25T18:27:42.226440,19.72,"{""Fast-Inference"": 0.4149240309757351, ""Standard-Inference"": 0.20968975500215634, ""Complex-Inference"": 0.16600624764129543, ""Ensemble-Inference"": 0.20937996638081316}",0.528,98,"{""0"": 44, ""2"": 15, ""1"": 20, ""3"": 19}",56506,5.92,139.99,23.63,1.4285,16.54,1,284,285
141,2026-01-25T18:27:54.328446,15.99,"{""Fast-Inference"": 0.39853382284909766, ""Standard-Inference"": 0.20832470161287225, ""Complex-Inference"": 0.2111508243203189, ""Ensemble-Inference"": 0.18199065121771107}",0.988,100,"{""2"": 21, ""3"": 19, ""1"": 29, ""0"": 31}",60765,6.23,148.03,23.75,1.4803,16.04,1,286,287
142,2026-01-25T18:28:06.283791,8.8,"{""Fast-Inference"": 0.3881200626095207, ""Standard-Inference"": 0.20886168153499923, ""Complex-Inference"": 0.1883777452235135, ""Ensemble-Inference"": 0.21464051063196654}",0.409,100,"{""1"": 27, ""0"": 35, ""3"": 22, ""2"": 16}",57686,5.93,141.49,23.86,1.4149,16.86,1,288,289
