simulation_id,timestamp,arrival_rate,expert_weights,complexity_sigma,tx_count,tx_by_model,total_bytes,duration_s,energy_j,power_w,j_per_tx,tx_per_second,blocks_used,start_block,end_block
224,2026-01-25T18:44:30.362277,7.88,"{""Fast-Inference"": 0.3863029098743934, ""Standard-Inference"": 0.2164010710495445, ""Complex-Inference"": 0.1927313480752239, ""Ensemble-Inference"": 0.20456467100083825}",0.643,99,"{""3"": 21, ""0"": 38, ""2"": 14, ""1"": 26}",61297,6.23,149.0,23.91,1.5051,15.89,1,452,453
225,2026-01-25T18:44:42.323838,12.86,"{""Fast-Inference"": 0.39825869479392634, ""Standard-Inference"": 0.21791777163213727, ""Complex-Inference"": 0.1711346803230205, ""Ensemble-Inference"": 0.21268885325091588}",0.788,93,"{""0"": 35, ""2"": 14, ""3"": 18, ""1"": 26}",60076,6.22,153.65,24.7,1.6522,14.95,1,454,455
226,2026-01-25T18:44:54.280734,25.04,"{""Fast-Inference"": 0.37949702409559677, ""Standard-Inference"": 0.19641420503351686, ""Complex-Inference"": 0.23848061645467947, ""Ensemble-Inference"": 0.18560815441620687}",0.468,89,"{""2"": 24, ""1"": 18, ""0"": 30, ""3"": 17}",60593,6.22,150.25,24.16,1.6882,14.31,1,456,457
227,2026-01-25T18:45:06.321722,6.61,"{""Fast-Inference"": 0.3696103798634473, ""Standard-Inference"": 0.22777214891376657, ""Complex-Inference"": 0.22264772521834067, ""Ensemble-Inference"": 0.17996974600444549}",0.902,97,"{""0"": 38, ""2"": 17, ""1"": 22, ""3"": 20}",69276,6.23,155.03,24.9,1.5983,15.58,1,458,459
228,2026-01-25T18:45:18.305073,23.29,"{""Fast-Inference"": 0.40960976318396974, ""Standard-Inference"": 0.18324751559406993, ""Complex-Inference"": 0.21526156069307906, ""Ensemble-Inference"": 0.1918811605288814}",0.923,92,"{""0"": 41, ""2"": 20, ""3"": 19, ""1"": 12}",66030,6.22,148.47,23.87,1.6138,14.79,1,460,461
229,2026-01-25T18:45:30.107296,13.76,"{""Fast-Inference"": 0.42178463909166886, ""Standard-Inference"": 0.19313567288103775, ""Complex-Inference"": 0.21428250654713393, ""Ensemble-Inference"": 0.17079718148015943}",0.923,99,"{""0"": 39, ""2"": 23, ""3"": 19, ""1"": 18}",61720,5.92,142.76,24.1,1.442,16.72,1,462,463
230,2026-01-25T18:45:42.116230,5.29,"{""Fast-Inference"": 0.4271987062235007, ""Standard-Inference"": 0.17557919677541906, ""Complex-Inference"": 0.19389571252101004, ""Ensemble-Inference"": 0.20332638448007032}",0.652,100,"{""0"": 48, ""1"": 12, ""3"": 22, ""2"": 18}",66134,5.93,146.1,24.63,1.461,16.86,1,464,465
231,2026-01-25T18:45:54.131677,29.43,"{""Fast-Inference"": 0.39721578033695304, ""Standard-Inference"": 0.2158662066969256, ""Complex-Inference"": 0.18350910780895746, ""Ensemble-Inference"": 0.20340890515716376}",0.425,95,"{""0"": 44, ""2"": 16, ""1"": 17, ""3"": 18}",56218,5.93,139.49,23.54,1.4683,16.03,1,466,467
232,2026-01-25T18:46:06.369903,26.82,"{""Fast-Inference"": 0.4566339432563805, ""Standard-Inference"": 0.1804783513884263, ""Complex-Inference"": 0.18092011067461, ""Ensemble-Inference"": 0.18196759468058316}",0.339,86,"{""3"": 14, ""0"": 37, ""2"": 15, ""1"": 20}",47928,6.21,148.31,23.89,1.7245,13.85,1,468,469
233,2026-01-25T18:46:18.114973,10.54,"{""Fast-Inference"": 0.3970832601298597, ""Standard-Inference"": 0.18842085455189028, ""Complex-Inference"": 0.21900958676231916, ""Ensemble-Inference"": 0.19548629855593086}",0.557,87,"{""0"": 23, ""2"": 31, ""1"": 12, ""3"": 21}",76158,5.9,144.15,24.42,1.6569,14.74,1,470,471
234,2026-01-25T18:46:30.310212,11.67,"{""Fast-Inference"": 0.42831337046439777, ""Standard-Inference"": 0.2221491188923942, ""Complex-Inference"": 0.17703747455844368, ""Ensemble-Inference"": 0.17250003608476436}",0.577,100,"{""2"": 15, ""3"": 24, ""0"": 47, ""1"": 14}",63435,6.24,150.04,24.05,1.5004,16.03,1,472,473
235,2026-01-25T18:46:42.345157,15.43,"{""Fast-Inference"": 0.40800309373262195, ""Standard-Inference"": 0.1903175139611524, ""Complex-Inference"": 0.21465505725777254, ""Ensemble-Inference"": 0.18702433504845306}",0.787,100,"{""0"": 36, ""2"": 30, ""3"": 20, ""1"": 14}",71404,6.24,149.86,24.02,1.4986,16.03,1,474,475
236,2026-01-25T18:46:54.322707,28.78,"{""Fast-Inference"": 0.3759481110913746, ""Standard-Inference"": 0.2033617224651774, ""Complex-Inference"": 0.20614426953177464, ""Ensemble-Inference"": 0.2145458969116733}",0.372,90,"{""0"": 35, ""1"": 20, ""2"": 22, ""3"": 13}",56310,6.22,150.47,24.2,1.6719,14.47,1,476,477
237,2026-01-25T18:47:06.140603,14.91,"{""Fast-Inference"": 0.40197377609882007, ""Standard-Inference"": 0.19321290746502018, ""Complex-Inference"": 0.21102016177008803, ""Ensemble-Inference"": 0.19379315466607178}",0.984,100,"{""3"": 22, ""0"": 43, ""2"": 22, ""1"": 13}",66118,5.93,140.43,23.67,1.4043,16.85,1,478,479
238,2026-01-25T18:47:18.148478,21.11,"{""Fast-Inference"": 0.43301294065473894, ""Standard-Inference"": 0.18963470174460226, ""Complex-Inference"": 0.18168020637595966, ""Ensemble-Inference"": 0.1956721512246992}",0.654,100,"{""0"": 41, ""3"": 22, ""2"": 20, ""1"": 17}",71763,5.94,142.32,23.98,1.4232,16.85,1,480,481
239,2026-01-25T18:47:30.309569,27.48,"{""Fast-Inference"": 0.42272565765330694, ""Standard-Inference"": 0.17504172008106395, ""Complex-Inference"": 0.20532284476878168, ""Ensemble-Inference"": 0.1969097774968475}",0.478,100,"{""2"": 19, ""1"": 18, ""0"": 47, ""3"": 16}",54297,6.24,151.85,24.35,1.5185,16.04,1,482,483
240,2026-01-25T18:47:42.140210,26.27,"{""Fast-Inference"": 0.38778447931214055, ""Standard-Inference"": 0.20344643423437825, ""Complex-Inference"": 0.20417432115440295, ""Ensemble-Inference"": 0.20459476529907814}",0.996,97,"{""2"": 23, ""1"": 22, ""3"": 20, ""0"": 32}",75176,5.93,144.26,24.34,1.4873,16.37,1,484,485
241,2026-01-25T18:47:54.095284,5.97,"{""Fast-Inference"": 0.3708320756937823, ""Standard-Inference"": 0.21646928765499598, ""Complex-Inference"": 0.21149659553768999, ""Ensemble-Inference"": 0.20120204111353177}",0.475,100,"{""3"": 17, ""1"": 22, ""2"": 25, ""0"": 36}",60623,5.93,145.6,24.55,1.456,16.86,1,486,487
242,2026-01-25T18:48:06.106448,6.92,"{""Fast-Inference"": 0.4192062425459254, ""Standard-Inference"": 0.21190111259706268, ""Complex-Inference"": 0.20169298921035453, ""Ensemble-Inference"": 0.16719965564665734}",0.703,100,"{""3"": 22, ""0"": 31, ""2"": 26, ""1"": 21}",75722,5.93,144.95,24.45,1.4495,16.87,1,488,489
243,2026-01-25T18:48:18.095270,24.23,"{""Fast-Inference"": 0.40073480938787054, ""Standard-Inference"": 0.17902320269974295, ""Complex-Inference"": 0.18524032065734525, ""Ensemble-Inference"": 0.23500166725504126}",0.859,100,"{""1"": 18, ""0"": 34, ""2"": 22, ""3"": 26}",74947,5.93,142.13,23.97,1.4213,16.87,1,490,491
244,2026-01-25T18:48:30.355394,13.17,"{""Fast-Inference"": 0.4506707530296483, ""Standard-Inference"": 0.18157130898641527, ""Complex-Inference"": 0.18819452814470283, ""Ensemble-Inference"": 0.1795634098392337}",0.545,83,"{""3"": 18, ""0"": 29, ""1"": 14, ""2"": 22}",62711,6.2,150.74,24.31,1.8161,13.38,1,492,493
245,2026-01-25T18:48:42.106247,12.52,"{""Fast-Inference"": 0.35845675086442286, ""Standard-Inference"": 0.20880853475798633, ""Complex-Inference"": 0.21217147634553546, ""Ensemble-Inference"": 0.22056323803205538}",0.51,100,"{""2"": 25, ""0"": 34, ""3"": 26, ""1"": 15}",71196,5.93,145.25,24.49,1.4525,16.86,1,494,495
246,2026-01-25T18:48:54.119118,28.17,"{""Fast-Inference"": 0.41269475546406353, ""Standard-Inference"": 0.21306919393018983, ""Complex-Inference"": 0.17866192130404818, ""Ensemble-Inference"": 0.19557412930169848}",0.523,100,"{""0"": 42, ""2"": 16, ""1"": 25, ""3"": 17}",60956,5.93,143.93,24.26,1.4393,16.85,1,496,497
247,2026-01-25T18:49:06.108508,17.02,"{""Fast-Inference"": 0.4090322866560165, ""Standard-Inference"": 0.2096882005844695, ""Complex-Inference"": 0.21727366460489478, ""Ensemble-Inference"": 0.16400584815461922}",0.441,97,"{""1"": 17, ""2"": 23, ""0"": 43, ""3"": 14}",51842,5.92,139.63,23.58,1.4394,16.38,1,498,499
248,2026-01-25T18:49:18.077335,9.26,"{""Fast-Inference"": 0.42135816281443694, ""Standard-Inference"": 0.16928829176122295, ""Complex-Inference"": 0.19648696695557297, ""Ensemble-Inference"": 0.21286657846876716}",0.911,86,"{""3"": 15, ""0"": 41, ""2"": 19, ""1"": 11}",56226,5.9,141.27,23.93,1.6427,14.56,1,500,501
249,2026-01-25T18:49:30.308548,24.59,"{""Fast-Inference"": 0.40162800480752997, ""Standard-Inference"": 0.20373325684879134, ""Complex-Inference"": 0.18007156643858685, ""Ensemble-Inference"": 0.21456717190509175}",0.358,100,"{""0"": 37, ""2"": 18, ""3"": 17, ""1"": 28}",61255,5.93,142.19,23.98,1.4219,16.87,1,502,503
250,2026-01-25T18:49:42.125131,14.54,"{""Fast-Inference"": 0.4142226555926252, ""Standard-Inference"": 0.19360736688876246, ""Complex-Inference"": 0.20426721430201672, ""Ensemble-Inference"": 0.18790276321659566}",0.855,98,"{""0"": 43, ""2"": 21, ""1"": 20, ""3"": 14}",59380,5.93,146.41,24.7,1.4939,16.54,1,504,505
251,2026-01-25T18:49:54.136001,10.67,"{""Fast-Inference"": 0.3828846991239412, ""Standard-Inference"": 0.19044463592110705, ""Complex-Inference"": 0.2295429013202629, ""Ensemble-Inference"": 0.19712776363468884}",0.65,96,"{""1"": 18, ""0"": 32, ""2"": 23, ""3"": 23}",71917,5.92,143.13,24.16,1.491,16.21,1,506,507
252,2026-01-25T18:50:06.111638,11.17,"{""Fast-Inference"": 0.40701761193069425, ""Standard-Inference"": 0.2059973033607586, ""Complex-Inference"": 0.2108146928147186, ""Ensemble-Inference"": 0.1761703918938285}",0.511,100,"{""3"": 15, ""2"": 17, ""1"": 25, ""0"": 43}",54558,5.93,139.84,23.59,1.3984,16.87,1,508,509
253,2026-01-25T18:50:18.093706,11.93,"{""Fast-Inference"": 0.4384029660762201, ""Standard-Inference"": 0.1883418575595456, ""Complex-Inference"": 0.18159993624426957, ""Ensemble-Inference"": 0.19165524011996482}",0.96,83,"{""2"": 14, ""1"": 18, ""0"": 34, ""3"": 17}",52610,5.9,143.93,24.39,1.7341,14.07,1,510,511
254,2026-01-25T18:50:30.323731,26.74,"{""Fast-Inference"": 0.41206489897134796, ""Standard-Inference"": 0.1949110531298928, ""Complex-Inference"": 0.1790447225417297, ""Ensemble-Inference"": 0.21397932535702952}",0.46,100,"{""1"": 23, ""2"": 22, ""0"": 34, ""3"": 21}",69957,6.23,150.42,24.13,1.5042,16.04,1,512,513
255,2026-01-25T18:50:42.307209,13.45,"{""Fast-Inference"": 0.3408838811107552, ""Standard-Inference"": 0.21524786726430353, ""Complex-Inference"": 0.22143506603245613, ""Ensemble-Inference"": 0.2224331855924851}",0.476,100,"{""0"": 34, ""3"": 14, ""2"": 23, ""1"": 29}",62162,6.23,153.53,24.63,1.5353,16.04,1,514,515
256,2026-01-25T18:50:54.332280,17.22,"{""Fast-Inference"": 0.36924041003984365, ""Standard-Inference"": 0.20335620241739813, ""Complex-Inference"": 0.2091426538388898, ""Ensemble-Inference"": 0.2182607337038684}",0.402,100,"{""0"": 39, ""3"": 17, ""2"": 21, ""1"": 23}",63439,6.24,150.03,24.06,1.5003,16.03,1,516,517
257,2026-01-25T18:51:06.140754,28.34,"{""Fast-Inference"": 0.4044841129693316, ""Standard-Inference"": 0.19446138162013726, ""Complex-Inference"": 0.19669696432262576, ""Ensemble-Inference"": 0.20435754108790535}",0.598,98,"{""3"": 20, ""1"": 14, ""2"": 24, ""0"": 40}",66416,5.93,141.42,23.87,1.4431,16.54,1,518,519
258,2026-01-25T18:51:18.297523,23.89,"{""Fast-Inference"": 0.3711221042403535, ""Standard-Inference"": 0.18111845683389194, ""Complex-Inference"": 0.21255866189504696, ""Ensemble-Inference"": 0.23520077703070758}",0.803,100,"{""3"": 25, ""2"": 28, ""0"": 35, ""1"": 12}",79875,6.23,149.67,24.01,1.4967,16.04,1,520,521
259,2026-01-25T18:51:30.120130,16.56,"{""Fast-Inference"": 0.409051905036516, ""Standard-Inference"": 0.2141630648782572, ""Complex-Inference"": 0.19008670006930334, ""Ensemble-Inference"": 0.18669833001592354}",0.525,94,"{""0"": 29, ""1"": 21, ""2"": 15, ""3"": 29}",65572,5.92,139.65,23.59,1.4856,15.88,1,522,523
260,2026-01-25T18:51:42.375218,16.31,"{""Fast-Inference"": 0.36994655857448355, ""Standard-Inference"": 0.20250542486191567, ""Complex-Inference"": 0.2000987455385638, ""Ensemble-Inference"": 0.227449271025037}",0.995,99,"{""3"": 32, ""2"": 20, ""1"": 16, ""0"": 31}",81137,6.23,150.59,24.17,1.5212,15.89,1,524,525
261,2026-01-25T18:51:54.328203,14.53,"{""Fast-Inference"": 0.3944721583590423, ""Standard-Inference"": 0.2313163740947068, ""Complex-Inference"": 0.18298529510215772, ""Ensemble-Inference"": 0.19122617244409323}",0.439,78,"{""3"": 17, ""2"": 19, ""1"": 12, ""0"": 30}",54752,6.2,150.19,24.24,1.9255,12.59,1,526,527
262,2026-01-25T18:52:06.335647,5.42,"{""Fast-Inference"": 0.3887798749281763, ""Standard-Inference"": 0.1887481445024526, ""Complex-Inference"": 0.19687307801070394, ""Ensemble-Inference"": 0.22559890255866719}",0.485,89,"{""3"": 15, ""0"": 35, ""2"": 22, ""1"": 17}",53008,6.22,145.12,23.34,1.6305,14.32,1,528,529
263,2026-01-25T18:52:18.099967,7.19,"{""Fast-Inference"": 0.3997730999798815, ""Standard-Inference"": 0.185625046186901, ""Complex-Inference"": 0.22333456067270627, ""Ensemble-Inference"": 0.1912672931605112}",0.694,88,"{""1"": 14, ""3"": 16, ""2"": 14, ""0"": 44}",52803,5.91,142.09,24.05,1.6146,14.89,1,530,531
264,2026-01-25T18:52:30.307462,27.75,"{""Fast-Inference"": 0.4035054431889762, ""Standard-Inference"": 0.20274827341930943, ""Complex-Inference"": 0.18205414239075, ""Ensemble-Inference"": 0.2116921410009644}",0.92,100,"{""3"": 20, ""2"": 16, ""0"": 47, ""1"": 17}",53788,6.23,146.49,23.5,1.4649,16.04,1,532,533
265,2026-01-25T18:52:42.314850,26.24,"{""Fast-Inference"": 0.42249492261853616, ""Standard-Inference"": 0.2123194797847641, ""Complex-Inference"": 0.1800858483047994, ""Ensemble-Inference"": 0.18509974929190032}",0.946,95,"{""1"": 15, ""0"": 44, ""3"": 21, ""2"": 15}",62936,6.22,149.52,24.02,1.5739,15.26,1,534,535
266,2026-01-25T18:52:54.345305,17.07,"{""Fast-Inference"": 0.42806097067151344, ""Standard-Inference"": 0.18834678882755448, ""Complex-Inference"": 0.17015005367553593, ""Ensemble-Inference"": 0.21344218682539615}",0.532,100,"{""0"": 54, ""3"": 17, ""1"": 14, ""2"": 15}",60890,6.24,151.24,24.25,1.5124,16.03,1,536,537
267,2026-01-25T18:53:06.343295,21.56,"{""Fast-Inference"": 0.38232241860545807, ""Standard-Inference"": 0.17119626561492485, ""Complex-Inference"": 0.2218709685486592, ""Ensemble-Inference"": 0.22461034723095788}",0.437,100,"{""0"": 43, ""1"": 14, ""2"": 26, ""3"": 17}",65931,6.23,152.41,24.45,1.5241,16.04,1,538,539
268,2026-01-25T18:53:18.349448,8.0,"{""Fast-Inference"": 0.36687658228152553, ""Standard-Inference"": 0.19117022325469826, ""Complex-Inference"": 0.21268193112968767, ""Ensemble-Inference"": 0.22927126333408862}",0.726,100,"{""2"": 26, ""0"": 33, ""3"": 21, ""1"": 20}",74126,6.23,151.22,24.26,1.5122,16.04,1,540,541
269,2026-01-25T18:53:30.331141,9.35,"{""Fast-Inference"": 0.38215625154039845, ""Standard-Inference"": 0.2098271788947757, ""Complex-Inference"": 0.22616205140003393, ""Ensemble-Inference"": 0.18185451816479187}",0.978,99,"{""2"": 26, ""1"": 19, ""3"": 16, ""0"": 38}",71957,6.23,148.94,23.92,1.5045,15.9,1,542,543
270,2026-01-25T18:53:42.330879,18.67,"{""Fast-Inference"": 0.4337012016504418, ""Standard-Inference"": 0.16765440605253806, ""Complex-Inference"": 0.1953737967896304, ""Ensemble-Inference"": 0.2032705955073898}",0.773,100,"{""0"": 40, ""2"": 24, ""1"": 12, ""3"": 24}",72824,6.24,155.37,24.92,1.5537,16.04,1,544,545
271,2026-01-25T18:53:54.123445,26.83,"{""Fast-Inference"": 0.4420431573559361, ""Standard-Inference"": 0.18236775528428467, ""Complex-Inference"": 0.16774541373841848, ""Ensemble-Inference"": 0.2078436736213608}",0.864,87,"{""1"": 17, ""0"": 41, ""3"": 17, ""2"": 12}",50731,5.91,140.36,23.76,1.6133,14.73,1,546,547
272,2026-01-25T18:54:06.370077,22.85,"{""Fast-Inference"": 0.36526425858581896, ""Standard-Inference"": 0.2233836713477911, ""Complex-Inference"": 0.2246018133992501, ""Ensemble-Inference"": 0.18675025666713987}",0.719,100,"{""2"": 27, ""0"": 32, ""3"": 21, ""1"": 20}",75891,6.23,148.89,23.89,1.4889,16.04,1,548,549
273,2026-01-25T18:54:18.351336,13.73,"{""Fast-Inference"": 0.41201373271932185, ""Standard-Inference"": 0.198830318902757, ""Complex-Inference"": 0.2084401527225889, ""Ensemble-Inference"": 0.18071579565533225}",0.954,100,"{""3"": 27, ""0"": 36, ""2"": 18, ""1"": 19}",71636,6.23,151.96,24.39,1.5196,16.05,1,550,551
274,2026-01-25T18:54:30.352305,6.19,"{""Fast-Inference"": 0.4349295622238197, ""Standard-Inference"": 0.18413646387833915, ""Complex-Inference"": 0.1903470763331671, ""Ensemble-Inference"": 0.19058689756467406}",0.651,100,"{""1"": 14, ""3"": 23, ""0"": 41, ""2"": 22}",73361,6.24,152.5,24.46,1.525,16.04,1,552,553
275,2026-01-25T18:54:42.357958,20.53,"{""Fast-Inference"": 0.3736539034425792, ""Standard-Inference"": 0.21424043162826453, ""Complex-Inference"": 0.18840029770617492, ""Ensemble-Inference"": 0.22370536722298143}",0.627,100,"{""3"": 24, ""0"": 42, ""1"": 20, ""2"": 14}",72100,6.23,152.32,24.44,1.5232,16.04,1,554,555
276,2026-01-25T18:54:54.321417,21.81,"{""Fast-Inference"": 0.4244364712941158, ""Standard-Inference"": 0.21087687922727416, ""Complex-Inference"": 0.17933386264253678, ""Ensemble-Inference"": 0.18535278683607317}",0.981,89,"{""3"": 20, ""2"": 15, ""0"": 41, ""1"": 13}",60287,6.21,151.63,24.41,1.7037,14.33,1,556,557
277,2026-01-25T18:55:06.116928,10.08,"{""Fast-Inference"": 0.37653813369099015, ""Standard-Inference"": 0.20506155514327523, ""Complex-Inference"": 0.20225587238944154, ""Ensemble-Inference"": 0.216144438776293}",0.806,100,"{""2"": 23, ""0"": 39, ""3"": 26, ""1"": 12}",69454,5.93,142.12,23.97,1.4212,16.87,1,558,559
278,2026-01-25T18:55:18.082701,15.92,"{""Fast-Inference"": 0.3783903350464341, ""Standard-Inference"": 0.20320807975090308, ""Complex-Inference"": 0.19916672704729765, ""Ensemble-Inference"": 0.2192348581553652}",0.471,94,"{""0"": 44, ""2"": 16, ""3"": 15, ""1"": 19}",51832,5.92,141.77,23.95,1.5082,15.88,1,560,561
279,2026-01-25T18:55:30.365966,17.75,"{""Fast-Inference"": 0.40893971290771897, ""Standard-Inference"": 0.2076276281506502, ""Complex-Inference"": 0.2092341776524949, ""Ensemble-Inference"": 0.1741984812891359}",0.603,100,"{""1"": 16, ""0"": 48, ""2"": 18, ""3"": 18}",59097,6.23,152.44,24.47,1.5244,16.05,1,562,563
280,2026-01-25T18:55:42.351409,22.02,"{""Fast-Inference"": 0.3668194093996506, ""Standard-Inference"": 0.20355395852698666, ""Complex-Inference"": 0.24103449999701976, ""Ensemble-Inference"": 0.188592132076343}",0.83,100,"{""0"": 39, ""3"": 18, ""1"": 19, ""2"": 24}",69878,6.23,151.4,24.31,1.514,16.06,1,564,565
281,2026-01-25T18:55:54.335956,6.44,"{""Fast-Inference"": 0.3900670574276984, ""Standard-Inference"": 0.20785161788545625, ""Complex-Inference"": 0.1991230175616223, ""Ensemble-Inference"": 0.20295830712522311}",0.729,100,"{""2"": 21, ""3"": 20, ""0"": 42, ""1"": 17}",61812,6.23,146.86,23.57,1.4686,16.05,1,566,567
282,2026-01-25T18:56:06.342785,21.46,"{""Fast-Inference"": 0.3736592881099427, ""Standard-Inference"": 0.21858986356584326, ""Complex-Inference"": 0.1840655702796195, ""Ensemble-Inference"": 0.22368527804459457}",0.786,97,"{""1"": 17, ""3"": 20, ""0"": 38, ""2"": 22}",68925,6.23,144.88,23.27,1.4936,15.58,1,568,569
283,2026-01-25T18:56:18.309985,17.96,"{""Fast-Inference"": 0.436018817928841, ""Standard-Inference"": 0.18795551176770664, ""Complex-Inference"": 0.19217959196369855, ""Ensemble-Inference"": 0.18384607833975383}",0.825,98,"{""2"": 23, ""0"": 35, ""1"": 18, ""3"": 22}",67389,6.23,147.67,23.71,1.5069,15.73,1,570,571
284,2026-01-25T18:56:30.302165,16.57,"{""Fast-Inference"": 0.36469273532982915, ""Standard-Inference"": 0.20952786771818466, ""Complex-Inference"": 0.19981752487043236, ""Ensemble-Inference"": 0.2259618720815539}",0.406,100,"{""1"": 18, ""2"": 19, ""0"": 39, ""3"": 24}",66365,6.23,151.36,24.29,1.5136,16.05,1,572,573
285,2026-01-25T18:56:42.136426,25.64,"{""Fast-Inference"": 0.4073515946370114, ""Standard-Inference"": 0.2023642400019821, ""Complex-Inference"": 0.2105970583170134, ""Ensemble-Inference"": 0.179687107043993}",0.304,99,"{""2"": 26, ""1"": 21, ""3"": 14, ""0"": 38}",61009,5.93,149.58,25.23,1.5109,16.7,1,574,575
286,2026-01-25T18:56:54.107516,21.03,"{""Fast-Inference"": 0.44001336230565674, ""Standard-Inference"": 0.17494010270338692, ""Complex-Inference"": 0.20043435640034032, ""Ensemble-Inference"": 0.18461217859061602}",0.342,100,"{""1"": 22, ""0"": 43, ""2"": 22, ""3"": 13}",55895,5.93,145.04,24.45,1.4504,16.86,1,576,577
287,2026-01-25T18:57:06.132842,24.7,"{""Fast-Inference"": 0.4235171099286479, ""Standard-Inference"": 0.19116000207176323, ""Complex-Inference"": 0.1842905871654101, ""Ensemble-Inference"": 0.2010323008341787}",0.729,96,"{""0"": 46, ""1"": 13, ""2"": 22, ""3"": 15}",56530,5.93,144.03,24.31,1.5003,16.2,1,578,579
288,2026-01-25T18:57:18.129518,27.27,"{""Fast-Inference"": 0.37425344758937545, ""Standard-Inference"": 0.2063886751423456, ""Complex-Inference"": 0.21485679101328148, ""Ensemble-Inference"": 0.20450108625499733}",0.806,100,"{""3"": 25, ""1"": 15, ""0"": 36, ""2"": 24}",70942,5.93,143.57,24.19,1.4357,16.85,1,580,581
289,2026-01-25T18:57:30.299106,18.96,"{""Fast-Inference"": 0.376535421417891, ""Standard-Inference"": 0.1873723894937574, ""Complex-Inference"": 0.2071539312218656, ""Ensemble-Inference"": 0.22893825786648606}",0.375,94,"{""2"": 20, ""0"": 37, ""1"": 15, ""3"": 22}",60333,6.22,150.03,24.12,1.5961,15.11,1,582,583
290,2026-01-25T18:57:42.311201,10.99,"{""Fast-Inference"": 0.40728189294036715, ""Standard-Inference"": 0.1838449522956422, ""Complex-Inference"": 0.19874950444663925, ""Ensemble-Inference"": 0.2101236503173514}",0.756,100,"{""0"": 46, ""1"": 13, ""2"": 24, ""3"": 17}",65937,6.23,157.81,25.31,1.5781,16.04,1,584,585
291,2026-01-25T18:57:54.331122,13.93,"{""Fast-Inference"": 0.404903191983761, ""Standard-Inference"": 0.21011183101528022, ""Complex-Inference"": 0.20962543433907518, ""Ensemble-Inference"": 0.17535954266188372}",0.514,100,"{""0"": 49, ""1"": 12, ""2"": 23, ""3"": 16}",61999,6.23,152.46,24.46,1.5246,16.04,1,586,587
292,2026-01-25T18:58:06.297252,6.89,"{""Fast-Inference"": 0.40002619605301143, ""Standard-Inference"": 0.19645873030017785, ""Complex-Inference"": 0.20605760906026963, ""Ensemble-Inference"": 0.19745746458654115}",0.635,100,"{""1"": 19, ""0"": 42, ""3"": 19, ""2"": 20}",66204,6.23,155.29,24.93,1.5529,16.05,1,588,589
293,2026-01-25T18:58:18.366318,15.66,"{""Fast-Inference"": 0.39312066255969463, ""Standard-Inference"": 0.19082173600651584, ""Complex-Inference"": 0.2161911914803335, ""Ensemble-Inference"": 0.19986640995345598}",0.601,100,"{""2"": 23, ""3"": 17, ""0"": 41, ""1"": 19}",67407,6.23,149.85,24.04,1.4985,16.04,1,590,591
294,2026-01-25T18:58:30.075857,15.47,"{""Fast-Inference"": 0.3690355265364517, ""Standard-Inference"": 0.19865982237159355, ""Complex-Inference"": 0.19740307796563947, ""Ensemble-Inference"": 0.2349015731263152}",0.679,89,"{""0"": 33, ""2"": 20, ""1"": 18, ""3"": 18}",65167,5.91,139.65,23.62,1.5691,15.05,1,592,593
295,2026-01-25T18:58:42.077113,8.07,"{""Fast-Inference"": 0.38643619082946207, ""Standard-Inference"": 0.20056364944848837, ""Complex-Inference"": 0.21611041052942678, ""Ensemble-Inference"": 0.19688974919262275}",0.465,100,"{""1"": 21, ""2"": 23, ""3"": 24, ""0"": 32}",72708,5.93,144.18,24.31,1.4418,16.86,1,594,595
296,2026-01-25T18:58:54.110731,23.14,"{""Fast-Inference"": 0.37423112600281827, ""Standard-Inference"": 0.23372874426979165, ""Complex-Inference"": 0.2045675253215911, ""Ensemble-Inference"": 0.1874726044057991}",0.315,99,"{""0"": 34, ""1"": 31, ""3"": 20, ""2"": 14}",62256,5.93,146.46,24.71,1.4794,16.71,1,596,597
297,2026-01-25T18:59:06.296253,25.3,"{""Fast-Inference"": 0.4333623272993271, ""Standard-Inference"": 0.1786120493411757, ""Complex-Inference"": 0.19153724833420277, ""Ensemble-Inference"": 0.19648837502529437}",0.327,99,"{""3"": 26, ""0"": 37, ""1"": 14, ""2"": 22}",69361,6.23,155.27,24.92,1.5684,15.89,1,598,599
298,2026-01-25T18:59:18.115629,14.37,"{""Fast-Inference"": 0.39784289169959214, ""Standard-Inference"": 0.21834103879046443, ""Complex-Inference"": 0.19497467316575304, ""Ensemble-Inference"": 0.18884139634419045}",0.774,100,"{""1"": 20, ""0"": 38, ""3"": 22, ""2"": 20}",78479,5.93,146.24,24.65,1.4624,16.86,1,600,601
299,2026-01-25T18:59:30.337458,11.94,"{""Fast-Inference"": 0.4124934426521592, ""Standard-Inference"": 0.19081342282983477, ""Complex-Inference"": 0.2169410741422386, ""Ensemble-Inference"": 0.1797520603757674}",0.647,98,"{""3"": 19, ""2"": 20, ""0"": 42, ""1"": 17}",62896,6.23,153.56,24.63,1.5669,15.72,1,602,603
300,2026-01-25T18:59:42.080882,8.52,"{""Fast-Inference"": 0.352282669555999, ""Standard-Inference"": 0.2074298176133866, ""Complex-Inference"": 0.2209497797244967, ""Ensemble-Inference"": 0.21933773310611773}",0.932,100,"{""2"": 18, ""1"": 31, ""0"": 34, ""3"": 17}",66341,5.93,149.71,25.24,1.4971,16.86,1,604,605
