simulation_id,timestamp,arrival_rate,expert_weights,complexity_sigma,tx_count,tx_by_model,total_bytes,duration_s,energy_j,power_w,j_per_tx,tx_per_second,blocks_used,start_block,end_block
186,2026-01-25T15:04:00.374754,29.25,"{""Fast"": 0.5294107838987511, ""Standard"": 0.2990047888209118, ""Complex"": 0.12646528552914246, ""Ensemble"": 0.04511914175119472}",0.944,98,"{""0"": 56, ""1"": 30, ""2"": 11, ""3"": 1}",36531,6.23,152.38,24.46,1.5549,15.73,1,376,377
187,2026-01-25T15:04:12.081639,27.47,"{""Fast"": 0.5085887347782613, ""Standard"": 0.2901922251243507, ""Complex"": 0.14790555060208876, ""Ensemble"": 0.05331348949529915}",0.301,100,"{""1"": 36, ""2"": 15, ""0"": 48, ""3"": 1}",40362,5.93,142.39,24.03,1.4239,16.88,1,378,379
188,2026-01-25T15:04:24.329246,18.11,"{""Fast"": 0.5189646563267397, ""Standard"": 0.28399032080142655, ""Complex"": 0.15247506228087832, ""Ensemble"": 0.044569960590955485}",0.83,100,"{""0"": 45, ""1"": 35, ""2"": 17, ""3"": 3}",42636,6.23,150.49,24.17,1.5049,16.06,1,380,381
189,2026-01-25T15:04:36.351649,11.31,"{""Fast"": 0.48479973600740806, ""Standard"": 0.2897770256247261, ""Complex"": 0.17000312797117037, ""Ensemble"": 0.055420110396695546}",0.801,100,"{""0"": 53, ""2"": 14, ""1"": 29, ""3"": 4}",44807,6.23,150.59,24.18,1.5059,16.05,1,382,383
190,2026-01-25T15:04:48.127447,21.62,"{""Fast"": 0.46955460007672606, ""Standard"": 0.30464293828450867, ""Complex"": 0.17863121384670005, ""Ensemble"": 0.04717124779206515}",0.487,100,"{""0"": 54, ""2"": 24, ""3"": 3, ""1"": 19}",44345,5.92,141.81,23.94,1.4181,16.88,1,384,385
191,2026-01-25T15:05:00.276024,23.63,"{""Fast"": 0.48178918791801817, ""Standard"": 0.32504629710094857, ""Complex"": 0.13977222056001054, ""Ensemble"": 0.05339229442102267}",0.376,82,"{""0"": 41, ""1"": 24, ""3"": 6, ""2"": 11}",32841,6.2,152.21,24.56,1.8563,13.23,1,386,387
192,2026-01-25T15:05:12.084436,23.43,"{""Fast"": 0.5258021101785488, ""Standard"": 0.2722167014565164, ""Complex"": 0.15761127116676574, ""Ensemble"": 0.044369917198168914}",0.452,87,"{""0"": 50, ""2"": 15, ""1"": 20, ""3"": 2}",32808,5.91,140.67,23.81,1.6169,14.73,1,388,389
193,2026-01-25T15:05:24.343919,27.01,"{""Fast"": 0.48866921695283355, ""Standard"": 0.3214271518530787, ""Complex"": 0.13731870736950333, ""Ensemble"": 0.05258492382458451}",0.348,99,"{""0"": 49, ""1"": 32, ""3"": 6, ""2"": 12}",41234,6.23,147.68,23.71,1.4917,15.89,1,390,391
194,2026-01-25T15:05:36.101473,27.63,"{""Fast"": 0.5015074949077813, ""Standard"": 0.3163327081035825, ""Complex"": 0.12934954529396697, ""Ensemble"": 0.05281025169466923}",0.723,99,"{""0"": 48, ""1"": 31, ""2"": 16, ""3"": 4}",42297,5.93,142.68,24.07,1.4412,16.7,1,392,393
195,2026-01-25T15:05:48.321282,11.22,"{""Fast"": 0.48323736202449447, ""Standard"": 0.3039217667458758, ""Complex"": 0.15686423481266074, ""Ensemble"": 0.05597663641696896}",0.706,100,"{""0"": 53, ""3"": 5, ""2"": 17, ""1"": 25}",46706,5.92,141.75,23.93,1.4175,16.88,1,394,395
196,2026-01-25T15:06:00.324685,27.69,"{""Fast"": 0.553439797650869, ""Standard"": 0.260113974535916, ""Complex"": 0.13485245198633, ""Ensemble"": 0.05159377582688503}",0.95,94,"{""0"": 46, ""2"": 16, ""1"": 25, ""3"": 7}",50413,6.22,157.57,25.34,1.6763,15.12,1,396,397
197,2026-01-25T15:06:12.370499,7.42,"{""Fast"": 0.4899351353307415, ""Standard"": 0.2985959048992549, ""Complex"": 0.15643922914043754, ""Ensemble"": 0.055029730629565995}",0.671,100,"{""2"": 21, ""0"": 54, ""3"": 5, ""1"": 20}",47638,6.23,152.01,24.39,1.5201,16.05,1,398,399
198,2026-01-25T15:06:24.365606,29.03,"{""Fast"": 0.5239723486881875, ""Standard"": 0.26600522200257154, ""Complex"": 0.15378705139424406, ""Ensemble"": 0.056235377914996935}",0.792,86,"{""2"": 14, ""1"": 20, ""0"": 50, ""3"": 2}",35404,6.2,147.88,23.84,1.7196,13.87,1,400,401
199,2026-01-25T15:06:36.364575,24.75,"{""Fast"": 0.5004799671124756, ""Standard"": 0.28627391825229676, ""Complex"": 0.16040481503850348, ""Ensemble"": 0.05284129959672408}",0.897,100,"{""1"": 31, ""0"": 53, ""2"": 14, ""3"": 2}",43927,6.23,150.76,24.2,1.5076,16.05,1,402,403
200,2026-01-25T15:06:48.078173,7.5,"{""Fast"": 0.49965742767985616, ""Standard"": 0.31172678059438486, ""Complex"": 0.13898877587579486, ""Ensemble"": 0.049627015849964144}",0.641,96,"{""0"": 43, ""1"": 38, ""2"": 13, ""3"": 2}",39024,5.92,142.79,24.11,1.4874,16.21,1,404,405
201,2026-01-25T15:07:00.261300,24.59,"{""Fast"": 0.5045690751609724, ""Standard"": 0.2927494552240636, ""Complex"": 0.15717626748596827, ""Ensemble"": 0.04550520212899572}",0.709,81,"{""0"": 45, ""3"": 3, ""2"": 14, ""1"": 19}",31139,6.19,149.24,24.1,1.8425,13.08,1,406,407
202,2026-01-25T15:07:12.335847,21.99,"{""Fast"": 0.47873436733682184, ""Standard"": 0.2877247196844284, ""Complex"": 0.17980085982846916, ""Ensemble"": 0.05374005315028059}",0.44,100,"{""0"": 56, ""1"": 27, ""3"": 3, ""2"": 14}",39517,6.23,155.12,24.9,1.5512,16.05,1,408,409
203,2026-01-25T15:07:24.123600,25.34,"{""Fast"": 0.50330165404327, ""Standard"": 0.2714831585465236, ""Complex"": 0.1645915516435409, ""Ensemble"": 0.060623635766665594}",0.9,100,"{""0"": 52, ""1"": 26, ""3"": 5, ""2"": 17}",46007,5.93,147.73,24.93,1.4773,16.87,1,410,411
204,2026-01-25T15:07:36.301125,19.2,"{""Fast"": 0.5249451562010148, ""Standard"": 0.3025451458751724, ""Complex"": 0.12524875084967732, ""Ensemble"": 0.04726094707413547}",0.443,96,"{""0"": 44, ""2"": 14, ""1"": 33, ""3"": 5}",42553,6.22,151.41,24.33,1.5772,15.43,1,412,413
205,2026-01-25T15:07:48.079289,18.78,"{""Fast"": 0.5270350826227844, ""Standard"": 0.2896568535653865, ""Complex"": 0.13688176029805293, ""Ensemble"": 0.046426303513776065}",0.546,100,"{""0"": 56, ""1"": 25, ""2"": 15, ""3"": 4}",38432,5.93,142.85,24.1,1.4285,16.87,1,414,415
206,2026-01-25T15:08:00.119053,23.57,"{""Fast"": 0.43565411764095285, ""Standard"": 0.3411418675648838, ""Complex"": 0.17196116494860175, ""Ensemble"": 0.05124284984556153}",0.635,98,"{""1"": 32, ""0"": 39, ""3"": 6, ""2"": 21}",51930,5.93,148.22,25.01,1.5124,16.54,1,416,417
207,2026-01-25T15:08:12.340528,18.38,"{""Fast"": 0.5048940342995104, ""Standard"": 0.3084113951519308, ""Complex"": 0.13804643555523077, ""Ensemble"": 0.04864813499332797}",0.922,91,"{""0"": 59, ""2"": 6, ""1"": 20, ""3"": 6}",34454,6.21,149.94,24.13,1.6477,14.65,1,418,419
208,2026-01-25T15:08:24.314098,25.96,"{""Fast"": 0.4939862351608536, ""Standard"": 0.31766265371024605, ""Complex"": 0.13895767194003408, ""Ensemble"": 0.04939343918886627}",0.615,100,"{""0"": 50, ""1"": 33, ""2"": 10, ""3"": 7}",44628,6.23,153.95,24.7,1.5395,16.05,1,420,421
209,2026-01-25T15:08:36.076318,23.12,"{""Fast"": 0.4957012620290334, ""Standard"": 0.3020149090513936, ""Complex"": 0.1548221572135694, ""Ensemble"": 0.04746167170600357}",0.471,90,"{""0"": 48, ""1"": 28, ""2"": 11, ""3"": 3}",36077,5.92,142.5,24.09,1.5833,15.21,1,422,423
210,2026-01-25T15:08:48.359726,28.75,"{""Fast"": 0.5276933876388745, ""Standard"": 0.27070647630588673, ""Complex"": 0.14669320606992442, ""Ensemble"": 0.054906929985314185}",0.436,100,"{""0"": 56, ""2"": 15, ""1"": 24, ""3"": 5}",38865,6.23,154.03,24.71,1.5403,16.04,1,424,425
211,2026-01-25T15:09:00.083018,12.17,"{""Fast"": 0.502926420581121, ""Standard"": 0.3011367295708952, ""Complex"": 0.14941582181536026, ""Ensemble"": 0.046521028032623514}",0.655,88,"{""0"": 38, ""1"": 33, ""3"": 5, ""2"": 12}",41182,5.91,145.01,24.55,1.6478,14.9,1,426,427
212,2026-01-25T15:09:12.077026,8.8,"{""Fast"": 0.5110969885464646, ""Standard"": 0.28389130700321147, ""Complex"": 0.15580527198199828, ""Ensemble"": 0.049206432468325685}",0.943,98,"{""0"": 45, ""1"": 33, ""2"": 16, ""3"": 4}",45060,5.92,143.18,24.18,1.4611,16.55,1,428,429
213,2026-01-25T15:09:24.078974,23.06,"{""Fast"": 0.4788782860042801, ""Standard"": 0.3373844272757922, ""Complex"": 0.13928531234207267, ""Ensemble"": 0.04445197437785491}",0.815,90,"{""2"": 11, ""0"": 44, ""1"": 27, ""3"": 8}",42306,5.91,145.04,24.55,1.6115,15.23,1,430,431
214,2026-01-25T15:09:36.092485,18.35,"{""Fast"": 0.5135043682867283, ""Standard"": 0.29115868533644856, ""Complex"": 0.14377721453324221, ""Ensemble"": 0.05155973184358087}",0.714,85,"{""1"": 25, ""0"": 43, ""3"": 3, ""2"": 14}",35682,5.9,144.27,24.45,1.6973,14.41,1,432,433
215,2026-01-25T15:09:48.344723,27.57,"{""Fast"": 0.5045213894552792, ""Standard"": 0.2794370523864676, ""Complex"": 0.15603715468789905, ""Ensemble"": 0.060004403470354045}",0.344,99,"{""0"": 45, ""2"": 19, ""3"": 8, ""1"": 27}",47451,6.23,148.21,23.78,1.497,15.89,1,434,435
216,2026-01-25T15:10:00.128701,19.12,"{""Fast"": 0.49939628364285654, ""Standard"": 0.3192897087473734, ""Complex"": 0.1387622808317181, ""Ensemble"": 0.04255172677805206}",0.825,100,"{""0"": 54, ""1"": 24, ""2"": 17, ""3"": 5}",44177,5.93,148.96,25.14,1.4896,16.87,1,436,437
217,2026-01-25T15:10:12.319625,12.0,"{""Fast"": 0.50283862312707, ""Standard"": 0.313702128439517, ""Complex"": 0.136068060794088, ""Ensemble"": 0.04739118763932521}",0.373,100,"{""0"": 45, ""3"": 5, ""1"": 37, ""2"": 13}",40371,6.23,150.22,24.1,1.5022,16.04,1,438,439
218,2026-01-25T15:10:24.101293,13.57,"{""Fast"": 0.4937200566290361, ""Standard"": 0.2865936302638084, ""Complex"": 0.17059639578252894, ""Ensemble"": 0.04908991732462641}",0.446,100,"{""2"": 26, ""0"": 51, ""1"": 19, ""3"": 4}",46190,5.93,145.57,24.55,1.4557,16.87,1,440,441
219,2026-01-25T15:10:36.143730,8.1,"{""Fast"": 0.5412719317978232, ""Standard"": 0.2636250807490751, ""Complex"": 0.13891852275480807, ""Ensemble"": 0.05618446469829362}",0.434,100,"{""0"": 45, ""1"": 34, ""2"": 13, ""3"": 8}",44287,5.93,142.02,23.95,1.4202,16.86,1,442,443
220,2026-01-25T15:10:48.366339,28.35,"{""Fast"": 0.5473720326319733, ""Standard"": 0.2663701336999751, ""Complex"": 0.14031929821799516, ""Ensemble"": 0.04593853545005628}",0.82,93,"{""2"": 13, ""0"": 51, ""3"": 6, ""1"": 23}",44615,6.22,148.31,23.86,1.5948,14.96,1,444,445
221,2026-01-25T15:11:00.355457,21.76,"{""Fast"": 0.5343146377770622, ""Standard"": 0.2877882403856412, ""Complex"": 0.13083539267859173, ""Ensemble"": 0.04706172915870478}",0.745,100,"{""1"": 28, ""0"": 59, ""2"": 8, ""3"": 5}",40016,6.24,182.76,29.28,1.8276,16.02,1,446,447
222,2026-01-25T15:11:12.105238,22.2,"{""Fast"": 0.47923190817191597, ""Standard"": 0.33647475993597153, ""Complex"": 0.13035864619418908, ""Ensemble"": 0.053934685697923444}",0.7,91,"{""0"": 45, ""2"": 9, ""3"": 8, ""1"": 29}",40188,5.91,143.82,24.34,1.5805,15.4,1,448,449
223,2026-01-25T15:11:24.124416,16.92,"{""Fast"": 0.4670778592958245, ""Standard"": 0.30961599345561347, ""Complex"": 0.17016078394175554, ""Ensemble"": 0.053145363306806526}",0.696,100,"{""1"": 27, ""0"": 47, ""3"": 5, ""2"": 21}",51790,5.93,142.66,24.07,1.4266,16.87,1,450,451
224,2026-01-25T15:11:36.304519,10.21,"{""Fast"": 0.5202373341518971, ""Standard"": 0.2892581520085516, ""Complex"": 0.14661321556935994, ""Ensemble"": 0.04389129827019133}",0.825,100,"{""0"": 54, ""1"": 25, ""3"": 3, ""2"": 18}",46849,6.23,150.41,24.15,1.5041,16.05,1,452,453
225,2026-01-25T15:11:48.092063,18.51,"{""Fast"": 0.45321071816690467, ""Standard"": 0.33080363244115185, ""Complex"": 0.16455427267835998, ""Ensemble"": 0.051431376713583415}",0.917,100,"{""1"": 34, ""0"": 44, ""3"": 6, ""2"": 16}",51426,5.93,142.93,24.11,1.4293,16.87,1,454,455
226,2026-01-25T15:12:00.128537,25.97,"{""Fast"": 0.46109103564936404, ""Standard"": 0.35191931137249743, ""Complex"": 0.138073993740963, ""Ensemble"": 0.04891565923717542}",0.348,98,"{""1"": 25, ""2"": 16, ""0"": 52, ""3"": 5}",43672,5.92,148.4,25.05,1.5143,16.54,1,456,457
227,2026-01-25T15:12:12.099160,23.48,"{""Fast"": 0.4914655594472507, ""Standard"": 0.3165570094501189, ""Complex"": 0.13918419449081718, ""Ensemble"": 0.05279323661181337}",0.879,100,"{""1"": 33, ""0"": 50, ""2"": 10, ""3"": 7}",45054,5.93,141.59,23.89,1.4159,16.87,1,458,459
228,2026-01-25T15:12:24.301762,7.54,"{""Fast"": 0.4594715619673699, ""Standard"": 0.3438685606085091, ""Complex"": 0.14036868966889968, ""Ensemble"": 0.056291187755221385}",0.415,100,"{""1"": 33, ""0"": 39, ""2"": 19, ""3"": 9}",54714,6.23,150.17,24.09,1.5017,16.04,1,460,461
229,2026-01-25T15:12:36.327589,8.89,"{""Fast"": 0.45538160196676664, ""Standard"": 0.3376761229723083, ""Complex"": 0.15341180056401005, ""Ensemble"": 0.05353047449691489}",0.506,100,"{""0"": 49, ""2"": 18, ""1"": 27, ""3"": 6}",45971,6.23,154.19,24.75,1.5419,16.05,1,462,463
230,2026-01-25T15:12:48.365910,28.88,"{""Fast"": 0.4843894291887622, ""Standard"": 0.29458171517639614, ""Complex"": 0.16945649823503162, ""Ensemble"": 0.05157235739981014}",0.94,100,"{""0"": 45, ""1"": 30, ""2"": 20, ""3"": 5}",47823,6.23,151.12,24.25,1.5112,16.04,1,464,465
231,2026-01-25T15:13:00.330544,16.21,"{""Fast"": 0.5324652033581021, ""Standard"": 0.25673828428834733, ""Complex"": 0.1553194088619831, ""Ensemble"": 0.0554771034915674}",0.957,95,"{""0"": 55, ""3"": 6, ""2"": 9, ""1"": 25}",32073,6.22,160.09,25.74,1.6851,15.27,1,466,467
232,2026-01-25T15:13:12.329005,20.62,"{""Fast"": 0.5228299160498961, ""Standard"": 0.2779870201650187, ""Complex"": 0.15046315919597048, ""Ensemble"": 0.048719904589114696}",0.726,100,"{""0"": 51, ""1"": 28, ""2"": 14, ""3"": 7}",45118,6.23,150.16,24.1,1.5016,16.05,1,468,469
233,2026-01-25T15:13:24.307904,19.97,"{""Fast"": 0.515396757569237, ""Standard"": 0.277221076865106, ""Complex"": 0.15733806416911614, ""Ensemble"": 0.050044101396540946}",0.992,100,"{""0"": 54, ""1"": 33, ""2"": 10, ""3"": 3}",42730,6.23,154.39,24.78,1.5439,16.05,1,470,471
234,2026-01-25T15:13:36.351243,20.99,"{""Fast"": 0.5286215792539802, ""Standard"": 0.28645887686579996, ""Complex"": 0.1439930777300409, ""Ensemble"": 0.04092646615017876}",0.407,100,"{""1"": 37, ""0"": 51, ""3"": 3, ""2"": 9}",35384,6.23,151.11,24.25,1.5111,16.05,1,472,473
235,2026-01-25T15:13:48.278422,22.46,"{""Fast"": 0.5228973279162209, ""Standard"": 0.29699147731550735, ""Complex"": 0.12760818749829386, ""Ensemble"": 0.052503007269977794}",0.784,90,"{""1"": 26, ""0"": 46, ""2"": 13, ""3"": 5}",40941,6.21,154.54,24.88,1.7171,14.49,1,474,475
236,2026-01-25T15:14:00.106453,12.03,"{""Fast"": 0.5354288057731433, ""Standard"": 0.25927153548833065, ""Complex"": 0.15679881585574204, ""Ensemble"": 0.048500842882784105}",0.98,100,"{""2"": 15, ""0"": 54, ""1"": 27, ""3"": 4}",43952,5.93,149.86,25.28,1.4986,16.87,1,476,477
237,2026-01-25T15:14:12.333749,16.29,"{""Fast"": 0.494716980818389, ""Standard"": 0.2841813255603058, ""Complex"": 0.17143842028589582, ""Ensemble"": 0.04966327333540939}",0.388,76,"{""1"": 18, ""0"": 47, ""2"": 6, ""3"": 5}",29059,6.19,150.73,24.34,1.9833,12.27,1,478,479
238,2026-01-25T15:14:24.372832,24.91,"{""Fast"": 0.4902884359475937, ""Standard"": 0.33837384300820605, ""Complex"": 0.12754117186449315, ""Ensemble"": 0.04379654917970699}",0.71,93,"{""0"": 50, ""1"": 28, ""3"": 6, ""2"": 9}",39813,6.22,148.54,23.87,1.5972,14.95,1,480,481
239,2026-01-25T15:14:36.298830,22.71,"{""Fast"": 0.5365400270071822, ""Standard"": 0.28265955107253604, ""Complex"": 0.13467274266192214, ""Ensemble"": 0.046127679258359554}",0.714,100,"{""0"": 51, ""1"": 34, ""2"": 11, ""3"": 4}",39536,6.23,148.87,23.89,1.4887,16.05,1,482,483
240,2026-01-25T15:14:48.323953,23.46,"{""Fast"": 0.4606211207986779, ""Standard"": 0.3363936276512411, ""Complex"": 0.14636805965595098, ""Ensemble"": 0.056617191894130045}",0.665,93,"{""1"": 35, ""0"": 40, ""3"": 4, ""2"": 14}",41860,6.22,149.01,23.97,1.6023,14.96,1,484,485
241,2026-01-25T15:15:00.110348,13.72,"{""Fast"": 0.504204399672724, ""Standard"": 0.2862085904196505, ""Complex"": 0.1556692985674644, ""Ensemble"": 0.053917711340161184}",0.751,92,"{""3"": 4, ""0"": 50, ""2"": 14, ""1"": 24}",41200,5.91,147.32,24.91,1.6013,15.56,1,486,487
242,2026-01-25T15:15:12.116651,20.03,"{""Fast"": 0.487108216930381, ""Standard"": 0.2961321301499712, ""Complex"": 0.1640111804144048, ""Ensemble"": 0.05274847250524311}",0.577,100,"{""1"": 36, ""2"": 13, ""0"": 46, ""3"": 5}",47993,5.93,148.63,25.08,1.4863,16.87,1,488,489
243,2026-01-25T15:15:24.096651,22.08,"{""Fast"": 0.5043369092612849, ""Standard"": 0.30328513012679503, ""Complex"": 0.14563654477834334, ""Ensemble"": 0.04674141583357663}",0.34,100,"{""1"": 29, ""0"": 49, ""2"": 18, ""3"": 4}",44183,5.93,143.45,24.19,1.4345,16.86,1,490,491
244,2026-01-25T15:15:36.282103,7.68,"{""Fast"": 0.5364589875233193, ""Standard"": 0.2687018173051253, ""Complex"": 0.15236254232124383, ""Ensemble"": 0.042476652850311554}",0.857,91,"{""1"": 25, ""0"": 51, ""2"": 14, ""3"": 1}",37301,6.22,148.34,23.85,1.6301,14.63,1,492,493
245,2026-01-25T15:15:48.329315,8.58,"{""Fast"": 0.5094855530844448, ""Standard"": 0.26552692999619004, ""Complex"": 0.1765956955718129, ""Ensemble"": 0.0483918213475522}",0.552,86,"{""0"": 46, ""2"": 13, ""1"": 22, ""3"": 5}",40762,6.21,150.51,24.24,1.7502,13.85,1,494,495
246,2026-01-25T15:16:00.138857,21.89,"{""Fast"": 0.5223333660556313, ""Standard"": 0.2815053359196098, ""Complex"": 0.14297832272888503, ""Ensemble"": 0.05318297529587376}",0.971,99,"{""0"": 47, ""1"": 33, ""3"": 8, ""2"": 11}",50031,5.93,146.03,24.63,1.4751,16.7,1,496,497
247,2026-01-25T15:16:12.132591,24.44,"{""Fast"": 0.5356712826237882, ""Standard"": 0.27142541580693996, ""Complex"": 0.1481633218942661, ""Ensemble"": 0.044739979675005766}",0.744,100,"{""0"": 49, ""1"": 30, ""3"": 4, ""2"": 17}",49542,5.93,142.86,24.11,1.4286,16.88,1,498,499
248,2026-01-25T15:16:24.314725,17.12,"{""Fast"": 0.4956971019193159, ""Standard"": 0.3060430566457685, ""Complex"": 0.14578856901385803, ""Ensemble"": 0.05247127242105758}",0.432,88,"{""0"": 46, ""1"": 31, ""3"": 3, ""2"": 8}",34962,6.21,158.61,25.53,1.8024,14.16,1,500,501
249,2026-01-25T15:16:36.372615,8.62,"{""Fast"": 0.533387115670739, ""Standard"": 0.2861001886168397, ""Complex"": 0.1326857411767562, ""Ensemble"": 0.04782695453566502}",0.627,100,"{""0"": 51, ""1"": 31, ""3"": 6, ""2"": 12}",50181,6.23,152.85,24.54,1.5285,16.05,1,502,503
250,2026-01-25T15:16:48.111124,27.67,"{""Fast"": 0.504817037746625, ""Standard"": 0.3118293489539692, ""Complex"": 0.14088144694437443, ""Ensemble"": 0.04247216635503139}",0.98,100,"{""0"": 55, ""1"": 27, ""2"": 15, ""3"": 3}",46631,5.93,142.55,24.05,1.4255,16.87,1,504,505
251,2026-01-25T15:17:00.082704,23.97,"{""Fast"": 0.46413550384508134, ""Standard"": 0.3212985176969669, ""Complex"": 0.15653535664095516, ""Ensemble"": 0.05803062181699662}",0.624,88,"{""0"": 45, ""1"": 29, ""2"": 10, ""3"": 4}",36955,5.91,147.99,25.05,1.6817,14.9,1,506,507
252,2026-01-25T15:17:12.359363,21.58,"{""Fast"": 0.5264279057654119, ""Standard"": 0.29142254321177635, ""Complex"": 0.12760161088084893, ""Ensemble"": 0.0545479401419628}",0.336,100,"{""1"": 24, ""2"": 15, ""0"": 58, ""3"": 3}",40166,6.23,150.56,24.16,1.5056,16.05,1,508,509
253,2026-01-25T15:17:24.333916,17.33,"{""Fast"": 0.4873728098644728, ""Standard"": 0.30520726397916814, ""Complex"": 0.16015901808583263, ""Ensemble"": 0.04726090807052643}",0.775,98,"{""0"": 47, ""1"": 26, ""2"": 22, ""3"": 3}",51179,6.23,151.29,24.29,1.5438,15.73,1,510,511
254,2026-01-25T15:17:36.366720,9.02,"{""Fast"": 0.49018607164343103, ""Standard"": 0.30206111442486283, ""Complex"": 0.16356985736651003, ""Ensemble"": 0.044182956565196184}",0.47,100,"{""0"": 50, ""1"": 33, ""2"": 14, ""3"": 3}",39787,6.23,152.21,24.43,1.5221,16.05,1,512,513
255,2026-01-25T15:17:48.321738,21.77,"{""Fast"": 0.43559112527631855, ""Standard"": 0.34025646508501334, ""Complex"": 0.17038958989052683, ""Ensemble"": 0.05376281974814126}",0.9,100,"{""1"": 36, ""0"": 45, ""2"": 15, ""3"": 4}",47748,6.23,152.22,24.43,1.5222,16.05,1,514,515
256,2026-01-25T15:18:00.341812,12.04,"{""Fast"": 0.46610006728549574, ""Standard"": 0.325440598704909, ""Complex"": 0.15596235489116217, ""Ensemble"": 0.052496979118433235}",0.316,91,"{""1"": 39, ""0"": 37, ""3"": 4, ""2"": 11}",35735,6.21,158.29,25.47,1.7394,14.65,1,516,517
257,2026-01-25T15:18:12.096766,16.15,"{""Fast"": 0.5225388907975317, ""Standard"": 0.26044116677656476, ""Complex"": 0.16121770669527416, ""Ensemble"": 0.05580223573062959}",0.485,100,"{""1"": 34, ""2"": 20, ""0"": 42, ""3"": 4}",45288,5.92,143.6,24.24,1.436,16.88,1,518,519
258,2026-01-25T15:18:24.296507,18.26,"{""Fast"": 0.4858743013297417, ""Standard"": 0.31566131646354895, ""Complex"": 0.1459865964292183, ""Ensemble"": 0.05247778577749098}",0.855,100,"{""0"": 43, ""2"": 20, ""3"": 6, ""1"": 31}",53065,6.23,148.72,23.86,1.4872,16.05,1,520,521
259,2026-01-25T15:18:36.364147,17.09,"{""Fast"": 0.4551575608420488, ""Standard"": 0.33862797863841354, ""Complex"": 0.15668605505695662, ""Ensemble"": 0.04952840546258105}",0.672,72,"{""0"": 30, ""1"": 25, ""2"": 14, ""3"": 3}",35037,6.19,147.65,23.87,2.0508,11.64,1,522,523
260,2026-01-25T15:18:48.086369,19.27,"{""Fast"": 0.5401239446411564, ""Standard"": 0.25249210564057234, ""Complex"": 0.1593654128704042, ""Ensemble"": 0.04801853684786704}",0.429,100,"{""0"": 48, ""1"": 28, ""2"": 20, ""3"": 4}",49562,5.93,141.46,23.85,1.4146,16.86,1,524,525
261,2026-01-25T15:19:00.351594,23.4,"{""Fast"": 0.5335618627311147, ""Standard"": 0.27350640310937535, ""Complex"": 0.14205347763829032, ""Ensemble"": 0.05087825652121965}",0.623,100,"{""0"": 57, ""1"": 24, ""2"": 14, ""3"": 5}",43572,6.23,156.89,25.19,1.5689,16.05,1,526,527
262,2026-01-25T15:19:12.354233,10.33,"{""Fast"": 0.4642068623396114, ""Standard"": 0.3263980010057732, ""Complex"": 0.16021129425182012, ""Ensemble"": 0.049183842402795254}",0.537,83,"{""1"": 31, ""0"": 34, ""2"": 13, ""3"": 5}",39976,6.2,161.54,26.06,1.9463,13.39,1,528,529
263,2026-01-25T15:19:24.352278,14.58,"{""Fast"": 0.4926607545060151, ""Standard"": 0.2816715880074406, ""Complex"": 0.1740593139611906, ""Ensemble"": 0.05160834352535365}",0.33,92,"{""1"": 23, ""0"": 53, ""2"": 11, ""3"": 5}",36030,6.22,156.6,25.2,1.7022,14.8,1,530,531
264,2026-01-25T15:19:36.314453,22.17,"{""Fast"": 0.4737722154094655, ""Standard"": 0.30440423545674844, ""Complex"": 0.1702147729178226, ""Ensemble"": 0.05160877621596349}",0.425,91,"{""1"": 39, ""2"": 17, ""0"": 34, ""3"": 1}",46287,6.21,150.04,24.16,1.6488,14.65,1,532,533
265,2026-01-25T15:19:48.080626,6.78,"{""Fast"": 0.5062495746781395, ""Standard"": 0.3118213892197842, ""Complex"": 0.13430112019353127, ""Ensemble"": 0.047627915908545}",0.77,99,"{""1"": 29, ""3"": 6, ""0"": 45, ""2"": 19}",44965,5.93,142.54,24.05,1.4398,16.7,1,534,535
266,2026-01-25T15:20:00.131373,6.78,"{""Fast"": 0.511123827581551, ""Standard"": 0.29280435203877486, ""Complex"": 0.1478504476727259, ""Ensemble"": 0.048221372706948366}",0.442,97,"{""0"": 56, ""3"": 3, ""1"": 28, ""2"": 10}",37647,5.93,145.17,24.49,1.4966,16.36,1,536,537
267,2026-01-25T15:20:12.099637,10.77,"{""Fast"": 0.5366227608714935, ""Standard"": 0.2697285627792339, ""Complex"": 0.14297169340813415, ""Ensemble"": 0.050676982941138426}",0.724,100,"{""1"": 32, ""0"": 51, ""3"": 4, ""2"": 13}",47136,5.93,143.65,24.23,1.4365,16.87,1,538,539
268,2026-01-25T15:20:24.294381,15.97,"{""Fast"": 0.519737248958542, ""Standard"": 0.3174605444440899, ""Complex"": 0.12130819982867869, ""Ensemble"": 0.04149400676868945}",0.854,100,"{""0"": 43, ""2"": 16, ""1"": 37, ""3"": 4}",48054,6.23,147.66,23.7,1.4766,16.05,1,540,541
269,2026-01-25T15:20:36.078410,10.0,"{""Fast"": 0.4801846273011916, ""Standard"": 0.28071760580429056, ""Complex"": 0.18534555894686372, ""Ensemble"": 0.05375220794765418}",0.798,86,"{""0"": 43, ""1"": 25, ""3"": 9, ""2"": 9}",41115,5.9,144.89,24.56,1.6848,14.58,1,542,543
