simulation_id,timestamp,arrival_rate,expert_weights,complexity_sigma,tx_count,tx_by_model,total_bytes,duration_s,energy_j,power_w,j_per_tx,tx_per_second,blocks_used,start_block,end_block
457,2026-01-25T15:58:12.305470,27.67,"{""Fast"": 0.5047570737431902, ""Standard"": 0.29568844931211796, ""Complex"": 0.14535808079727253, ""Ensemble"": 0.05419639614741927}",0.868,100,"{""0"": 55, ""2"": 19, ""1"": 22, ""3"": 4}",42829,6.23,149.76,24.02,1.4976,16.04,1,918,919
458,2026-01-25T15:58:24.314518,20.65,"{""Fast"": 0.5118044727243447, ""Standard"": 0.2942535608641618, ""Complex"": 0.1398837935405792, ""Ensemble"": 0.054058172870914294}",0.372,93,"{""0"": 49, ""1"": 27, ""2"": 14, ""3"": 3}",35163,6.22,146.74,23.59,1.5779,14.95,1,920,921
459,2026-01-25T15:58:36.323678,15.17,"{""Fast"": 0.5081723330882506, ""Standard"": 0.3018141742238534, ""Complex"": 0.14494216272558763, ""Ensemble"": 0.04507132996230837}",0.783,95,"{""0"": 51, ""1"": 27, ""2"": 14, ""3"": 3}",41730,6.23,153.23,24.61,1.613,15.26,1,922,923
460,2026-01-25T15:58:48.166918,13.47,"{""Fast"": 0.49849345963188574, ""Standard"": 0.28138508946551366, ""Complex"": 0.1726650975297889, ""Ensemble"": 0.04745635337281168}",0.323,91,"{""2"": 25, ""1"": 24, ""0"": 38, ""3"": 4}",46106,5.61,135.88,24.21,1.4931,16.21,1,924,925
461,2026-01-25T15:59:00.324864,8.32,"{""Fast"": 0.5005842457145051, ""Standard"": 0.2800026180150807, ""Complex"": 0.16995068706090857, ""Ensemble"": 0.04946244920950561}",0.609,100,"{""0"": 50, ""1"": 26, ""2"": 19, ""3"": 5}",45520,6.23,156.6,25.13,1.566,16.04,1,926,927
462,2026-01-25T15:59:12.080977,6.16,"{""Fast"": 0.44569151777336585, ""Standard"": 0.34543253195421425, ""Complex"": 0.15826733167772108, ""Ensemble"": 0.05060861859469882}",0.598,100,"{""0"": 48, ""2"": 8, ""1"": 35, ""3"": 9}",47036,5.93,143.87,24.26,1.4387,16.86,1,928,929
463,2026-01-25T15:59:24.125845,18.01,"{""Fast"": 0.45017061516205414, ""Standard"": 0.334044818067541, ""Complex"": 0.16229351091280697, ""Ensemble"": 0.05349105585759791}",0.676,100,"{""1"": 38, ""0"": 44, ""3"": 3, ""2"": 15}",44206,5.93,140.52,23.71,1.4052,16.87,1,930,931
464,2026-01-25T15:59:36.344886,28.91,"{""Fast"": 0.5159802535424544, ""Standard"": 0.2831188297478931, ""Complex"": 0.14171068312255194, ""Ensemble"": 0.05919023358710059}",0.806,100,"{""0"": 49, ""2"": 17, ""1"": 27, ""3"": 7}",47336,6.23,148.93,23.89,1.4893,16.04,1,932,933
465,2026-01-25T15:59:48.325057,10.82,"{""Fast"": 0.5282177247183775, ""Standard"": 0.2718398323608924, ""Complex"": 0.15697236652587554, ""Ensemble"": 0.042970076394854576}",0.689,100,"{""1"": 29, ""2"": 13, ""3"": 4, ""0"": 54}",46319,6.24,151.64,24.32,1.5164,16.04,1,934,935
466,2026-01-25T16:00:00.180425,14.52,"{""Fast"": 0.49601470467293435, ""Standard"": 0.3007913227184026, ""Complex"": 0.15530458534249572, ""Ensemble"": 0.0478893872661673}",0.508,100,"{""2"": 19, ""0"": 47, ""1"": 29, ""3"": 5}",46138,5.62,140.69,25.03,1.4069,17.79,1,936,937
467,2026-01-25T16:00:12.085093,17.15,"{""Fast"": 0.5028890481468026, ""Standard"": 0.29380731288241424, ""Complex"": 0.15537298799260885, ""Ensemble"": 0.047930650978174325}",0.428,100,"{""1"": 28, ""0"": 48, ""3"": 7, ""2"": 17}",48697,5.93,142.6,24.05,1.426,16.87,1,938,939
468,2026-01-25T16:00:24.106647,9.34,"{""Fast"": 0.4873345397873721, ""Standard"": 0.3035289333763224, ""Complex"": 0.15812967186562618, ""Ensemble"": 0.051006854970679194}",0.432,97,"{""1"": 33, ""0"": 44, ""2"": 19, ""3"": 1}",42883,5.92,141.74,23.93,1.4612,16.38,1,940,941
469,2026-01-25T16:00:36.308143,7.1,"{""Fast"": 0.5196341147138765, ""Standard"": 0.31638072870846484, ""Complex"": 0.12153883502819256, ""Ensemble"": 0.04244632154946593}",0.338,100,"{""1"": 43, ""0"": 48, ""2"": 9}",35224,6.23,151.1,24.24,1.511,16.04,1,942,943
470,2026-01-25T16:00:48.072612,27.44,"{""Fast"": 0.4937038974585784, ""Standard"": 0.3107742198610238, ""Complex"": 0.1455576028506141, ""Ensemble"": 0.04996427982978368}",0.55,98,"{""0"": 50, ""2"": 17, ""3"": 5, ""1"": 26}",47975,5.93,144.0,24.29,1.4694,16.53,1,944,945
471,2026-01-25T16:01:00.087647,21.86,"{""Fast"": 0.5051828789818984, ""Standard"": 0.2744469513377462, ""Complex"": 0.1648480053095385, ""Ensemble"": 0.05552216437081694}",0.671,100,"{""0"": 49, ""1"": 26, ""3"": 7, ""2"": 18}",50397,5.93,146.88,24.79,1.4688,16.88,1,946,947
472,2026-01-25T16:01:12.080442,28.97,"{""Fast"": 0.5078438900558567, ""Standard"": 0.28864948721758954, ""Complex"": 0.1456730174147513, ""Ensemble"": 0.05783360531180258}",0.975,96,"{""1"": 29, ""2"": 13, ""0"": 45, ""3"": 9}",49609,5.92,142.48,24.06,1.4841,16.21,1,948,949
473,2026-01-25T16:01:24.121813,19.91,"{""Fast"": 0.44606251057187063, ""Standard"": 0.3497899396815343, ""Complex"": 0.1544757567434505, ""Ensemble"": 0.04967179300314458}",0.425,100,"{""2"": 21, ""0"": 36, ""1"": 36, ""3"": 7}",48217,5.93,140.71,23.73,1.4071,16.87,1,950,951
474,2026-01-25T16:01:36.182370,7.96,"{""Fast"": 0.5193678615524274, ""Standard"": 0.2791035850671987, ""Complex"": 0.15071763747001576, ""Ensemble"": 0.05081091591035824}",0.33,100,"{""0"": 59, ""1"": 28, ""2"": 8, ""3"": 5}",36177,6.07,150.84,24.84,1.5084,16.47,1,952,953
475,2026-01-25T16:01:48.079982,28.68,"{""Fast"": 0.4544517094291217, ""Standard"": 0.3282275125327699, ""Complex"": 0.17001894667543774, ""Ensemble"": 0.04730183136267062}",0.334,100,"{""1"": 37, ""0"": 50, ""3"": 6, ""2"": 7}",36358,5.93,147.23,24.83,1.4723,16.87,1,954,955
476,2026-01-25T16:02:00.337849,9.5,"{""Fast"": 0.5242893462793712, ""Standard"": 0.26760208663748253, ""Complex"": 0.15740575663584658, ""Ensemble"": 0.05070281044729972}",0.375,75,"{""0"": 34, ""1"": 22, ""2"": 16, ""3"": 3}",38824,6.19,158.21,25.57,2.1094,12.12,1,956,957
477,2026-01-25T16:02:12.093249,10.78,"{""Fast"": 0.4755141243730151, ""Standard"": 0.3156170486012928, ""Complex"": 0.1639799150496188, ""Ensemble"": 0.04488891197607328}",0.602,100,"{""2"": 16, ""0"": 50, ""1"": 30, ""3"": 4}",46436,5.93,141.82,23.92,1.4182,16.87,1,958,959
478,2026-01-25T16:02:24.309900,19.48,"{""Fast"": 0.45949299587427894, ""Standard"": 0.3511805284261716, ""Complex"": 0.1427845244383523, ""Ensemble"": 0.04654195126119714}",0.599,100,"{""2"": 13, ""0"": 40, ""3"": 1, ""1"": 46}",40399,6.23,148.24,23.79,1.4824,16.05,1,960,961
479,2026-01-25T16:02:36.329572,15.83,"{""Fast"": 0.4748635831750322, ""Standard"": 0.31321362842435246, ""Complex"": 0.1536055697978181, ""Ensemble"": 0.058317218602797184}",0.509,100,"{""0"": 43, ""2"": 16, ""1"": 36, ""3"": 5}",45914,6.23,149.82,24.04,1.4982,16.05,1,962,963
480,2026-01-25T16:02:48.356049,28.31,"{""Fast"": 0.5516789360999341, ""Standard"": 0.2685719161858503, ""Complex"": 0.1339860634793981, ""Ensemble"": 0.045763084234817314}",0.716,83,"{""2"": 14, ""1"": 28, ""0"": 39, ""3"": 2}",37150,6.2,149.04,24.03,1.7956,13.38,1,964,965
481,2026-01-25T16:03:00.109935,20.29,"{""Fast"": 0.4920842790818264, ""Standard"": 0.31818140162042535, ""Complex"": 0.13873561510118274, ""Ensemble"": 0.050998704196565485}",0.326,100,"{""1"": 35, ""2"": 12, ""0"": 51, ""3"": 2}",38558,5.93,155.56,26.25,1.5556,16.88,1,966,967
482,2026-01-25T16:03:12.313244,26.35,"{""Fast"": 0.5217321853820043, ""Standard"": 0.2934932518007693, ""Complex"": 0.1428234401780556, ""Ensemble"": 0.04195112263917087}",0.941,100,"{""0"": 56, ""1"": 24, ""2"": 14, ""3"": 6}",45810,6.23,148.65,23.86,1.4865,16.05,1,968,969
483,2026-01-25T16:03:24.313510,12.15,"{""Fast"": 0.4962033292018738, ""Standard"": 0.30274005817215754, ""Complex"": 0.15515581909564452, ""Ensemble"": 0.045900793530324266}",0.988,100,"{""0"": 50, ""1"": 30, ""2"": 14, ""3"": 6}",46749,6.23,150.25,24.11,1.5025,16.04,1,970,971
484,2026-01-25T16:03:36.343038,13.9,"{""Fast"": 0.5173090135557552, ""Standard"": 0.29649562799828727, ""Complex"": 0.14079919209350908, ""Ensemble"": 0.045396166352448426}",0.413,87,"{""0"": 53, ""3"": 4, ""2"": 8, ""1"": 22}",32518,6.21,148.2,23.87,1.7035,14.01,1,972,973
485,2026-01-25T16:03:48.130444,15.23,"{""Fast"": 0.4939947468108534, ""Standard"": 0.3052901089181449, ""Complex"": 0.1495677129400492, ""Ensemble"": 0.051147431330952633}",0.716,94,"{""1"": 23, ""0"": 52, ""2"": 16, ""3"": 3}",42371,5.92,144.11,24.34,1.5331,15.88,1,974,975
486,2026-01-25T16:04:00.301903,20.28,"{""Fast"": 0.49990547557898024, ""Standard"": 0.2913545138620518, ""Complex"": 0.16419041921801508, ""Ensemble"": 0.044549591340952856}",0.896,100,"{""1"": 24, ""0"": 50, ""2"": 25, ""3"": 1}",44543,6.23,155.4,24.94,1.554,16.05,1,976,977
487,2026-01-25T16:04:12.311426,12.54,"{""Fast"": 0.49787371165334743, ""Standard"": 0.32812401174858075, ""Complex"": 0.1295663946490917, ""Ensemble"": 0.044435881948980196}",0.691,100,"{""0"": 39, ""1"": 47, ""2"": 13, ""3"": 1}",41170,6.23,151.05,24.24,1.5105,16.05,1,978,979
488,2026-01-25T16:04:24.359825,16.05,"{""Fast"": 0.5024142299667594, ""Standard"": 0.2676834242144803, ""Complex"": 0.1755686131249668, ""Ensemble"": 0.05433373269379339}",0.632,100,"{""2"": 23, ""0"": 48, ""3"": 5, ""1"": 24}",52255,6.23,148.46,23.82,1.4846,16.04,1,980,981
489,2026-01-25T16:04:36.072029,29.07,"{""Fast"": 0.4826516892162369, ""Standard"": 0.33746871108089443, ""Complex"": 0.12777548656623647, ""Ensemble"": 0.05210411313663218}",0.658,100,"{""1"": 31, ""0"": 46, ""2"": 20, ""3"": 3}",47953,5.93,146.53,24.71,1.4653,16.86,1,982,983
490,2026-01-25T16:04:48.150409,12.88,"{""Fast"": 0.4673098199224789, ""Standard"": 0.3380680371441615, ""Complex"": 0.1427807880983229, ""Ensemble"": 0.051841354835036664}",0.51,100,"{""0"": 46, ""1"": 37, ""2"": 12, ""3"": 5}",44117,5.93,142.6,24.04,1.426,16.86,1,984,985
491,2026-01-25T16:05:00.326400,22.2,"{""Fast"": 0.5350814018823664, ""Standard"": 0.276170144431503, ""Complex"": 0.13740958104730097, ""Ensemble"": 0.05133887263882971}",0.836,100,"{""1"": 29, ""0"": 53, ""3"": 8, ""2"": 10}",40923,6.23,157.89,25.33,1.5789,16.04,1,986,987
492,2026-01-25T16:05:12.374830,9.87,"{""Fast"": 0.5114599994888528, ""Standard"": 0.2835049439612364, ""Complex"": 0.15575286255327953, ""Ensemble"": 0.0492821939966314}",0.509,100,"{""0"": 45, ""1"": 38, ""3"": 5, ""2"": 12}",41161,6.23,149.42,23.98,1.4942,16.05,1,988,989
493,2026-01-25T16:05:24.086006,20.39,"{""Fast"": 0.47211739512101797, ""Standard"": 0.3043610241942537, ""Complex"": 0.16421566174572153, ""Ensemble"": 0.059305918939006844}",0.495,95,"{""0"": 44, ""1"": 24, ""2"": 16, ""3"": 11}",45859,5.92,140.39,23.7,1.4777,16.04,1,990,991
494,2026-01-25T16:05:36.128319,7.84,"{""Fast"": 0.5250183701548765, ""Standard"": 0.2843290536194761, ""Complex"": 0.1411617559891639, ""Ensemble"": 0.04949082023648355}",0.614,100,"{""0"": 51, ""2"": 12, ""3"": 3, ""1"": 34}",39133,5.93,141.66,23.89,1.4166,16.86,1,992,993
495,2026-01-25T16:05:48.302897,11.55,"{""Fast"": 0.4939789793330697, ""Standard"": 0.3084255489662931, ""Complex"": 0.15470608950977913, ""Ensemble"": 0.042889382190858}",0.936,97,"{""2"": 14, ""0"": 50, ""3"": 2, ""1"": 31}",50582,6.23,147.38,23.66,1.5194,15.57,1,994,995
496,2026-01-25T16:06:00.333000,25.22,"{""Fast"": 0.4965563115944084, ""Standard"": 0.306641772271132, ""Complex"": 0.15514975583067084, ""Ensemble"": 0.04165216030378865}",0.341,100,"{""1"": 37, ""0"": 46, ""2"": 14, ""3"": 3}",40243,6.23,155.4,24.94,1.554,16.05,1,996,997
497,2026-01-25T16:06:12.359305,21.7,"{""Fast"": 0.4526110065007397, ""Standard"": 0.3247471072310789, ""Complex"": 0.17451170034889776, ""Ensemble"": 0.04813018591928353}",0.978,100,"{""0"": 47, ""3"": 6, ""2"": 11, ""1"": 36}",48113,6.23,148.36,23.8,1.4836,16.04,1,998,999
498,2026-01-25T16:06:24.081835,23.43,"{""Fast"": 0.46374717417622013, ""Standard"": 0.319971589434118, ""Complex"": 0.17144705617532122, ""Ensemble"": 0.04483418021434066}",0.919,84,"{""0"": 38, ""1"": 30, ""2"": 15, ""3"": 1}",39528,5.9,138.31,23.43,1.6465,14.23,1,1000,1001
499,2026-01-25T16:06:36.361916,18.58,"{""Fast"": 0.438046022671259, ""Standard"": 0.34292410006496815, ""Complex"": 0.16414512019738348, ""Ensemble"": 0.05488475706638942}",0.703,100,"{""1"": 32, ""0"": 42, ""2"": 20, ""3"": 6}",52612,6.24,150.74,24.16,1.5074,16.03,1,1002,1003
500,2026-01-25T16:06:48.351465,10.33,"{""Fast"": 0.5065741226133211, ""Standard"": 0.31786120821875413, ""Complex"": 0.13507377139798227, ""Ensemble"": 0.040490897769942524}",0.613,81,"{""0"": 42, ""1"": 27, ""3"": 4, ""2"": 8}",34518,6.2,148.96,24.03,1.839,13.07,1,1004,1005
501,2026-01-25T16:07:00.143894,12.68,"{""Fast"": 0.4694922657829144, ""Standard"": 0.32109300388803824, ""Complex"": 0.15856966460587227, ""Ensemble"": 0.05084506572317497}",0.881,100,"{""0"": 49, ""1"": 36, ""2"": 13, ""3"": 2}",40442,5.93,142.9,24.1,1.429,16.86,1,1006,1007
502,2026-01-25T16:07:12.300737,5.62,"{""Fast"": 0.4699099846138008, ""Standard"": 0.3347684030580151, ""Complex"": 0.14458911532529528, ""Ensemble"": 0.050732497002888774}",0.936,100,"{""1"": 35, ""0"": 49, ""2"": 14, ""3"": 2}",40807,6.23,150.75,24.2,1.5075,16.05,1,1008,1009
503,2026-01-25T16:07:24.351096,12.24,"{""Fast"": 0.47955146166082874, ""Standard"": 0.29418397324208934, ""Complex"": 0.1749465079405434, ""Ensemble"": 0.05131805715653858}",0.463,95,"{""1"": 23, ""2"": 27, ""0"": 41, ""3"": 4}",46185,6.22,151.21,24.29,1.5917,15.26,1,1010,1011
504,2026-01-25T16:07:36.321786,14.12,"{""Fast"": 0.4733112907480659, ""Standard"": 0.2903700651984153, ""Complex"": 0.18351616725069955, ""Ensemble"": 0.05280247680281932}",0.799,100,"{""2"": 20, ""0"": 41, ""1"": 33, ""3"": 6}",52636,6.23,158.24,25.39,1.5824,16.05,1,1012,1013
505,2026-01-25T16:07:48.376450,17.08,"{""Fast"": 0.47845516073305056, ""Standard"": 0.29874384824449696, ""Complex"": 0.16369596180562196, ""Ensemble"": 0.05910502921683049}",0.904,100,"{""1"": 32, ""0"": 49, ""2"": 15, ""3"": 4}",46419,6.23,148.3,23.8,1.483,16.05,1,1014,1015
506,2026-01-25T16:08:00.361444,5.33,"{""Fast"": 0.5228618431683482, ""Standard"": 0.26345965981972397, ""Complex"": 0.16018571576384796, ""Ensemble"": 0.05349278124807989}",0.882,90,"{""1"": 28, ""2"": 15, ""0"": 38, ""3"": 9}",49818,6.21,156.86,25.25,1.7429,14.49,1,1016,1017
507,2026-01-25T16:08:12.342620,21.25,"{""Fast"": 0.5193025948759098, ""Standard"": 0.28897281136705116, ""Complex"": 0.1452645509425932, ""Ensemble"": 0.04646004281444564}",0.867,91,"{""3"": 6, ""0"": 48, ""2"": 13, ""1"": 24}",39605,6.22,147.91,23.79,1.6254,14.64,1,1018,1019
508,2026-01-25T16:08:24.321780,21.69,"{""Fast"": 0.49080404774664366, ""Standard"": 0.31221145591184685, ""Complex"": 0.15078113809636987, ""Ensemble"": 0.046203358245139624}",0.343,100,"{""0"": 42, ""1"": 40, ""2"": 13, ""3"": 5}",41737,6.23,150.98,24.22,1.5098,16.04,1,1020,1021
509,2026-01-25T16:08:36.073326,19.02,"{""Fast"": 0.4687500964577397, ""Standard"": 0.32562013757169367, ""Complex"": 0.16460491256173201, ""Ensemble"": 0.04102485340883469}",0.466,100,"{""1"": 30, ""0"": 46, ""3"": 5, ""2"": 19}",45814,5.93,143.92,24.27,1.4392,16.87,1,1022,1023
510,2026-01-25T16:08:48.102094,16.86,"{""Fast"": 0.47979950365677215, ""Standard"": 0.28282588934650654, ""Complex"": 0.18408503688583686, ""Ensemble"": 0.05328957011088447}",0.413,93,"{""2"": 22, ""0"": 41, ""1"": 26, ""3"": 4}",45429,5.92,143.71,24.27,1.5452,15.7,1,1024,1025
511,2026-01-25T16:09:00.126501,23.8,"{""Fast"": 0.444516986479739, ""Standard"": 0.34093367308558264, ""Complex"": 0.15976256438851735, ""Ensemble"": 0.05478677604616106}",0.975,100,"{""0"": 38, ""1"": 35, ""3"": 6, ""2"": 21}",46798,5.93,148.23,24.99,1.4823,16.86,1,1026,1027
512,2026-01-25T16:09:12.286111,29.38,"{""Fast"": 0.45194462089022147, ""Standard"": 0.3151584451027136, ""Complex"": 0.1791268563836291, ""Ensemble"": 0.053770077623435684}",0.968,93,"{""0"": 39, ""2"": 16, ""3"": 5, ""1"": 33}",46905,6.22,148.55,23.88,1.5973,14.95,1,1028,1029
513,2026-01-25T16:09:24.294343,27.9,"{""Fast"": 0.4855920278976836, ""Standard"": 0.31595022170485926, ""Complex"": 0.15456500225788558, ""Ensemble"": 0.04389274813957162}",0.502,100,"{""1"": 29, ""0"": 49, ""3"": 4, ""2"": 18}",44035,6.23,149.93,24.06,1.4993,16.05,1,1030,1031
514,2026-01-25T16:09:36.321398,28.96,"{""Fast"": 0.5224639877679865, ""Standard"": 0.2786264633094115, ""Complex"": 0.1461240515259194, ""Ensemble"": 0.05278549739668268}",0.499,100,"{""0"": 53, ""2"": 17, ""1"": 25, ""3"": 5}",40227,6.23,149.8,24.03,1.498,16.04,1,1032,1033
515,2026-01-25T16:09:48.374973,16.27,"{""Fast"": 0.46557083689073553, ""Standard"": 0.33830692959811703, ""Complex"": 0.1485520226738263, ""Ensemble"": 0.047570210837321145}",0.725,100,"{""2"": 12, ""0"": 45, ""1"": 36, ""3"": 7}",48915,6.23,148.69,23.86,1.4869,16.05,1,1034,1035
516,2026-01-25T16:10:00.092426,21.4,"{""Fast"": 0.4869181169939269, ""Standard"": 0.2896230118366822, ""Complex"": 0.1746266207947468, ""Ensemble"": 0.048832250374644046}",0.821,100,"{""2"": 19, ""0"": 49, ""1"": 27, ""3"": 5}",49859,5.93,146.88,24.78,1.4688,16.87,1,1036,1037
517,2026-01-25T16:10:12.283097,22.25,"{""Fast"": 0.513965876716244, ""Standard"": 0.2874305417372418, ""Complex"": 0.14346885116380878, ""Ensemble"": 0.05513473038270532}",0.896,87,"{""0"": 39, ""2"": 13, ""1"": 31, ""3"": 4}",34475,6.21,147.17,23.7,1.6916,14.01,1,1038,1039
518,2026-01-25T16:10:24.095946,28.95,"{""Fast"": 0.4857863539231201, ""Standard"": 0.31290609055254814, ""Complex"": 0.1534206480976598, ""Ensemble"": 0.04788690742667193}",0.69,100,"{""0"": 43, ""3"": 5, ""1"": 35, ""2"": 17}",48459,5.93,141.58,23.89,1.4158,16.87,1,1040,1041
519,2026-01-25T16:10:36.274007,26.24,"{""Fast"": 0.5274841568047601, ""Standard"": 0.2683615444908122, ""Complex"": 0.1519226299335823, ""Ensemble"": 0.05223166877084539}",0.419,81,"{""1"": 26, ""2"": 19, ""0"": 34, ""3"": 2}",37751,6.2,156.5,25.24,1.9321,13.06,1,1042,1043
520,2026-01-25T16:10:48.080417,25.3,"{""Fast"": 0.5262231711627346, ""Standard"": 0.2760511403716416, ""Complex"": 0.1455938729359232, ""Ensemble"": 0.05213181552970059}",0.53,100,"{""0"": 49, ""2"": 24, ""1"": 23, ""3"": 4}",50885,5.93,145.6,24.56,1.456,16.87,1,1044,1045
521,2026-01-25T16:11:00.115846,9.25,"{""Fast"": 0.5008468256376478, ""Standard"": 0.29654645558345616, ""Complex"": 0.15209986411976756, ""Ensemble"": 0.05050685465912841}",0.911,95,"{""0"": 45, ""1"": 38, ""2"": 9, ""3"": 3}",40055,5.92,145.7,24.61,1.5336,16.05,1,1046,1047
522,2026-01-25T16:11:12.296971,13.27,"{""Fast"": 0.484679485739, ""Standard"": 0.3106515803802619, ""Complex"": 0.15547120225120864, ""Ensemble"": 0.04919773162952934}",0.853,98,"{""2"": 18, ""1"": 29, ""0"": 46, ""3"": 5}",55387,6.23,147.95,23.75,1.5097,15.73,1,1048,1049
523,2026-01-25T16:11:24.133638,6.65,"{""Fast"": 0.5493851267506269, ""Standard"": 0.26350295018141634, ""Complex"": 0.1406171417606316, ""Ensemble"": 0.04649478130732525}",0.463,98,"{""0"": 49, ""1"": 28, ""2"": 15, ""3"": 6}",46183,5.93,142.04,23.96,1.4494,16.53,1,1050,1051
524,2026-01-25T16:11:36.342156,20.68,"{""Fast"": 0.4549548919479873, ""Standard"": 0.3441392581180594, ""Complex"": 0.15620943205866877, ""Ensemble"": 0.04469641787528454}",0.834,100,"{""0"": 51, ""1"": 30, ""2"": 18, ""3"": 1}",44746,6.24,150.35,24.11,1.5035,16.04,1,1052,1053
525,2026-01-25T16:11:48.353968,14.62,"{""Fast"": 0.48619563541577887, ""Standard"": 0.3172156606645104, ""Complex"": 0.15500375761134688, ""Ensemble"": 0.04158494630836398}",0.768,100,"{""0"": 59, ""1"": 27, ""2"": 11, ""3"": 3}",43164,6.23,155.21,24.92,1.5521,16.06,1,1054,1055
526,2026-01-25T16:12:00.115334,13.64,"{""Fast"": 0.4634324936559896, ""Standard"": 0.33171155350235265, ""Complex"": 0.16044468705201237, ""Ensemble"": 0.04441126578964532}",0.906,100,"{""1"": 38, ""0"": 37, ""2"": 23, ""3"": 2}",52014,5.93,146.47,24.71,1.4647,16.87,1,1056,1057
527,2026-01-25T16:12:12.142996,19.97,"{""Fast"": 0.47536997087973015, ""Standard"": 0.32359133517677413, ""Complex"": 0.1477713198091456, ""Ensemble"": 0.05326737413435009}",0.815,100,"{""0"": 41, ""3"": 6, ""1"": 43, ""2"": 10}",45362,5.93,144.07,24.31,1.4407,16.87,1,1058,1059
528,2026-01-25T16:12:24.366858,27.82,"{""Fast"": 0.51462323370072, ""Standard"": 0.2809669783680872, ""Complex"": 0.1529910450433129, ""Ensemble"": 0.05141874288787989}",0.906,100,"{""0"": 58, ""1"": 24, ""3"": 4, ""2"": 14}",39116,6.23,149.09,23.92,1.4909,16.05,1,1060,1061
529,2026-01-25T16:12:36.082008,9.25,"{""Fast"": 0.5165751709309441, ""Standard"": 0.2955597879267002, ""Complex"": 0.14351155935824889, ""Ensemble"": 0.04435348178410697}",0.566,95,"{""0"": 47, ""1"": 32, ""2"": 12, ""3"": 4}",40966,5.92,141.01,23.82,1.4843,16.05,1,1062,1063
530,2026-01-25T16:12:48.133002,8.23,"{""Fast"": 0.5135477136102274, ""Standard"": 0.30409475510510015, ""Complex"": 0.13166800021491212, ""Ensemble"": 0.0506895310697604}",0.839,100,"{""3"": 5, ""0"": 51, ""2"": 16, ""1"": 28}",47871,5.93,142.19,23.97,1.4219,16.86,1,1064,1065
531,2026-01-25T16:13:00.350400,10.93,"{""Fast"": 0.4594305282925333, ""Standard"": 0.3318443285314822, ""Complex"": 0.15618707962345518, ""Ensemble"": 0.052538063552529234}",0.762,100,"{""0"": 47, ""3"": 9, ""1"": 29, ""2"": 15}",47825,6.23,161.87,25.98,1.6187,16.05,1,1066,1067
532,2026-01-25T16:13:12.085910,6.36,"{""Fast"": 0.5230152022045965, ""Standard"": 0.2897548951991045, ""Complex"": 0.1411810783521914, ""Ensemble"": 0.04604882424410744}",0.504,88,"{""0"": 43, ""1"": 31, ""2"": 9, ""3"": 5}",35295,5.91,145.66,24.65,1.6552,14.89,1,1068,1069
533,2026-01-25T16:13:24.373748,26.51,"{""Fast"": 0.536576780782584, ""Standard"": 0.2713526918645005, ""Complex"": 0.13828264734380405, ""Ensemble"": 0.053787880009111576}",0.532,97,"{""0"": 59, ""1"": 21, ""3"": 6, ""2"": 11}",36969,6.23,150.2,24.12,1.5484,15.58,1,1070,1071
534,2026-01-25T16:13:36.118606,7.74,"{""Fast"": 0.5142138533436041, ""Standard"": 0.2901261470276366, ""Complex"": 0.14847666200781345, ""Ensemble"": 0.04718333762094564}",0.819,100,"{""0"": 44, ""2"": 15, ""1"": 38, ""3"": 3}",41147,5.92,148.99,25.15,1.4899,16.88,1,1072,1073
535,2026-01-25T16:13:48.328719,28.76,"{""Fast"": 0.44711948299763704, ""Standard"": 0.32675743595642076, ""Complex"": 0.1688134015914068, ""Ensemble"": 0.057309679454535425}",0.69,97,"{""0"": 45, ""1"": 32, ""2"": 15, ""3"": 5}",46941,6.23,150.92,24.21,1.5559,15.56,1,1074,1075
536,2026-01-25T16:14:00.076150,5.13,"{""Fast"": 0.4734992922709258, ""Standard"": 0.3248829894632514, ""Complex"": 0.1516475405300119, ""Ensemble"": 0.049970177735810896}",0.458,100,"{""2"": 19, ""1"": 29, ""3"": 4, ""0"": 48}",47188,5.93,151.04,25.47,1.5104,16.86,1,1076,1077
537,2026-01-25T16:14:12.303472,23.46,"{""Fast"": 0.448787996480053, ""Standard"": 0.33040085517424467, ""Complex"": 0.16603688667977934, ""Ensemble"": 0.05477426166592291}",0.323,96,"{""0"": 41, ""1"": 36, ""2"": 14, ""3"": 5}",41362,6.23,149.39,23.99,1.5561,15.42,1,1078,1079
538,2026-01-25T16:14:24.339243,12.57,"{""Fast"": 0.4985427944381331, ""Standard"": 0.30902801088490106, ""Complex"": 0.14174274772748646, ""Ensemble"": 0.05068644694947935}",0.487,100,"{""2"": 7, ""1"": 34, ""0"": 54, ""3"": 5}",40761,6.23,148.69,23.85,1.4869,16.04,1,1080,1081
539,2026-01-25T16:14:36.094443,20.43,"{""Fast"": 0.5170572867875145, ""Standard"": 0.2739585409733784, ""Complex"": 0.15813065232845358, ""Ensemble"": 0.0508535199106537}",0.852,100,"{""1"": 21, ""0"": 62, ""2"": 13, ""3"": 4}",42434,5.93,142.94,24.12,1.4294,16.88,1,1082,1083
540,2026-01-25T16:14:48.101833,29.01,"{""Fast"": 0.5065797204446651, ""Standard"": 0.2880965957687624, ""Complex"": 0.15976305895970702, ""Ensemble"": 0.04556062482686546}",0.418,85,"{""0"": 43, ""1"": 27, ""2"": 12, ""3"": 3}",35604,5.9,140.01,23.72,1.6472,14.4,1,1084,1085
